1.0,114.0,434.0,451.0,211622459.68000275,2166944.129999972,52563.68999999921,952891.6000000162,24231.519999999837,67202075.30999908
173.0,95.0,359.0,373.0,192356422.47000098,2150387.8999999906,39766.04999999972,666321.0000000006,17566.730000000927,61151449.159999676
1.0,225.0,380.0,394.0,315128156.9200053,2132918.569999958,92081.37000000021,1831866.4099999873,43573.64999999903,99932943.43000023
2.0,135.0,330.0,533.0,192983796.53000307,1711696.5599999817,51313.12999999959,968424.4200000091,23907.029999999893,61250043.10999952
1.0,119.0,451.0,429.0,225836880.05000237,2221604.2499999776,57094.269999999,1048707.8600000124,26419.689999999948,71705242.94999939
1.0,270.0,294.0,435.0,325858564.5900032,1793638.2999999668,100384.60000000005,2048820.4099999876,47863.84999999972,103284170.27999943
205.0,113.0,275.0,407.0,223709867.1700001,1925885.5199999867,52622.609999999375,973666.9700000078,23904.590000000477,71052461.80999927
159.0,196.0,330.0,315.0,304239146.0200056,2204508.319999984,81475.97999999908,1585993.4599999904,37949.22999999904,96541482.46999885
174.0,215.0,234.0,377.0,299463595.0900028,1776155.729999997,84759.44,1700932.2799999865,39811.74999999934,94979395.14999913
180.0,222.0,241.0,357.0,314609409.2300032,1824965.9199999787,89176.32999999971,1791370.909999996,41876.45999999904,99781777.78000003
229.0,341.0,207.0,223.0,450756556.6400068,1945311.8999999803,137366.44000000003,2847527.020000026,65253.60999999918,142868255.5300002
361.0,283.0,171.0,185.0,421899345.22000736,2030952.7399999783,121514.23999999963,2483160.740000008,57142.96999999817,133783314.5999999
332.0,43.0,300.0,325.0,178470622.79999852,2129323.699999996,28968.740000000053,424014.7100000025,11851.360000001643,56802698.319999166
271.0,404.0,61.0,264.0,488928777.6500066,1474239.1300000183,156645.2299999989,3325858.4300000374,75031.38999999897,154887530.4800015
238.0,355.0,214.0,193.0,458755657.7000044,2075417.0899999698,138432.61999999906,2858913.719999996,65671.64999999854,145416668.8399993
460.0,60.0,105.0,375.0,166953142.7300017,1492004.810000009,28377.160000000265,469947.5900000029,11693.540000001918,53113020.89999991
429.0,337.0,51.0,183.0,446168053.3900082,1699278.7199999988,131831.30999999953,2747806.9500000305,62290.75999999738,141438158.47999972
508.0,34.0,241.0,217.0,190310554.88999978,2381301.120000003,25221.290000000434,315329.14000000694,9545.810000001647,60617066.789999105
588.0,40.0,70.0,302.0,174824828.02999964,1598627.9200000053,25522.880000000398,397080.5100000052,9989.070000001499,55649206.73999958
619.0,42.0,74.0,265.0,179345292.06000003,1681994.9500000183,24443.690000000344,361496.68000000366,9229.870000001745,57103692.20999953
342.0,1.0,320.0,337.0,135419893.38999987,2140099.0099999825,12076.780000000444,48376.619999999595,3558.310000000287,43192406.01999982
329.0,0.0,327.0,344.0,128123589.42999956,2125012.869999988,11467.75000000027,37709.86999999981,3402.3800000003216,40867821.60999986
300.0,125.0,280.0,295.0,236388289.4300001,2101769.139999991,51025.11999999915,916821.720000003,22701.52000000029,75117187.38999899
319.0,1.0,366.0,314.0,141692736.48999912,2367121.279999981,12742.720000000256,41378.86000000034,3808.6500000004285,45196052.64999947
466.0,1.0,435.0,98.0,187430098.97000048,3009767.209999942,16776.91000000043,63739.809999999234,4970.370000001018,59782176.59999945
360.0,151.0,413.0,76.0,312185024.48000693,2916448.209999955,67371.13999999865,1198215.649999997,30005.359999999586,99207127.91999996
409.0,0.0,499.0,92.0,188758404.35000116,3165899.3099999507,17019.290000000427,54981.21999999977,5096.110000001028,60208731.719999425
375.0,167.0,373.0,85.0,325707498.3200038,2709285.5799999665,75113.18999999836,1389474.0799999908,33910.49999999908,103457754.43999878
269.0,120.0,329.0,282.0,244056664.9400049,2249503.239999991,53431.91999999946,954933.7399999963,23825.900000000296,77551124.6799991
346.0,154.0,422.0,78.0,325291054.4100076,2911190.3699999643,74221.48999999854,1348915.769999995,33424.00999999919,103338414.35999933
211.0,418.0,170.0,201.0,478117228.46001065,1946277.0699999966,147396.28999999908,3068828.130000031,70127.45999999861,151524070.53999934
180.0,434.0,177.0,209.0,527311913.56000656,1827211.4299999964,170077.05999999965,3587435.240000012,81515.7899999987,167046556.76000038
