acceleration,deceleration,minGap,lcSpeedGain,lcCooperative,lcPushy,lcStrategic,lcAssertive,PMx
6.66,6.012,0.682,0.735,0.33,0.229,3.584,2.271,24049.422808
6.66,6.012,0.682,4.462,0.811,0.229,3.584,2.271,26205.325127999997
6.66,6.012,0.682,4.462,0.33,0.639,3.584,2.271,26070.289873
6.66,6.012,0.682,4.462,0.33,0.229,0.496,2.271,26020.834848
6.66,6.012,0.682,4.462,0.33,0.229,3.584,1.909,25268.301637
6.66,6.012,0.682,4.462,0.33,0.229,3.584,2.271,26142.469329
6.848,8.426,1.31,0.072,0.936,0.764,4.183,0.972,26521.169914
8.91,8.426,1.31,0.072,0.936,0.764,4.183,0.972,26987.162062
6.848,11.262,1.31,0.072,0.936,0.764,4.183,0.972,25710.748325
6.848,8.426,1.507,0.072,0.936,0.764,4.183,0.972,26689.166607
6.848,8.426,1.31,5.124,0.936,0.764,4.183,0.972,18101.194369
6.848,8.426,1.31,0.072,0.955,0.764,4.183,0.972,26396.81653
6.848,8.426,1.31,0.072,0.936,0.354,4.183,0.972,27336.825293
6.848,8.426,1.31,0.072,0.936,0.764,4.321,0.972,26287.815658
6.848,8.426,1.31,0.072,0.936,0.764,4.183,1.958,27023.652508
6.848,11.262,1.507,5.124,0.955,0.354,4.321,1.958,25381.047113
8.91,8.426,1.507,5.124,0.955,0.354,4.321,1.958,27117.519391
8.91,11.262,1.31,5.124,0.955,0.354,4.321,1.958,21444.739194
8.91,11.262,1.507,0.072,0.955,0.354,4.321,1.958,27737.991452000002
8.91,11.262,1.507,5.124,0.936,0.354,4.321,1.958,26403.659278
8.91,11.262,1.507,5.124,0.955,0.764,4.321,1.958,26911.248178
8.91,11.262,1.507,5.124,0.955,0.354,4.183,1.958,26874.568
8.91,11.262,1.507,5.124,0.955,0.354,4.321,0.972,26283.551828
8.91,11.262,1.507,5.124,0.955,0.354,4.321,1.958,26970.138124999998
9.848,11.426,2.41,2.722,0.436,0.264,1.233,2.222,20966.679238
5.91,11.426,2.41,2.722,0.436,0.264,1.233,2.222,25843.940326999997
9.848,8.262,2.41,2.722,0.436,0.264,1.233,2.222,27984.899469
9.848,11.426,0.407,2.722,0.436,0.264,1.233,2.222,27519.460961
9.848,11.426,2.41,2.474,0.436,0.264,1.233,2.222,20171.479842
9.848,11.426,2.41,2.722,0.455,0.264,1.233,2.222,27854.342382999996
9.848,11.426,2.41,2.722,0.436,0.854,1.233,2.222,26632.412307
9.848,11.426,2.41,2.722,0.436,0.264,1.371,2.222,27930.394013999998
9.848,11.426,2.41,2.722,0.436,0.264,1.233,0.708,27972.394
9.848,8.262,0.407,2.474,0.455,0.854,1.371,0.708,23221.747299000002
5.91,11.426,0.407,2.474,0.455,0.854,1.371,0.708,26049.324868
5.91,8.262,2.41,2.474,0.455,0.854,1.371,0.708,25537.699012000005
5.91,8.262,0.407,2.722,0.455,0.854,1.371,0.708,26065.046686
5.91,8.262,0.407,2.474,0.436,0.854,1.371,0.708,26200.190433
5.91,8.262,0.407,2.474,0.455,0.264,1.371,0.708,25855.290284
5.91,8.262,0.407,2.474,0.455,0.854,1.233,0.708,25194.859467
5.91,8.262,0.407,2.474,0.455,0.854,1.371,2.222,25185.623143
5.91,8.262,0.407,2.474,0.455,0.854,1.371,0.708,25715.846849999998
8.348,6.926,0.76,1.397,0.186,0.014,5.658,1.597,26711.633084
4.41,6.926,0.76,1.397,0.186,0.014,5.658,1.597,25489.172638
8.348,6.762,0.76,1.397,0.186,0.014,5.658,1.597,26461.795368
8.348,6.926,0.957,1.397,0.186,0.014,5.658,1.597,26572.267004
8.348,6.926,0.76,1.149,0.186,0.014,5.658,1.597,26373.823292
8.348,6.926,0.76,1.397,0.705,0.014,5.658,1.597,26202.888708
8.348,6.926,0.76,1.397,0.186,0.104,5.658,1.597,26677.533339999998
8.348,6.926,0.76,1.397,0.186,0.014,2.846,1.597,26793.383526999998
8.348,6.926,0.76,1.397,0.186,0.014,5.658,1.333,21497.050111
8.348,6.762,0.957,1.149,0.705,0.104,2.846,1.333,26409.515049
4.41,6.926,0.957,1.149,0.705,0.104,2.846,1.333,25272.899855
4.41,6.762,0.76,1.149,0.705,0.104,2.846,1.333,25695.640283
4.41,6.762,0.957,1.397,0.705,0.104,2.846,1.333,25621.718359
4.41,6.762,0.957,1.149,0.186,0.104,2.846,1.333,24589.216527
4.41,6.762,0.957,1.149,0.705,0.014,2.846,1.333,19125.983098999997
4.41,6.762,0.957,1.149,0.705,0.104,5.658,1.333,25778.062225
4.41,6.762,0.957,1.149,0.705,0.104,2.846,1.597,18391.599919
4.41,6.762,0.957,1.149,0.705,0.104,2.846,1.333,18836.925006999998
5.348,9.926,1.86,4.047,0.686,0.514,2.708,0.347,25513.604708
7.41,9.926,1.86,4.047,0.686,0.514,2.708,0.347,26604.138997000002
5.348,9.762,1.86,4.047,0.686,0.514,2.708,0.347,25045.802040000002
5.348,9.926,2.057,4.047,0.686,0.514,2.708,0.347,25872.935838
5.348,9.926,1.86,3.799,0.686,0.514,2.708,0.347,25773.953841
5.348,9.926,1.86,4.047,0.205,0.514,2.708,0.347,20537.97707
5.348,9.926,1.86,4.047,0.686,0.604,2.708,0.347,17766.823663000003
5.348,9.926,1.86,4.047,0.686,0.514,5.796,0.347,25613.133752
5.348,9.926,1.86,4.047,0.686,0.514,2.708,0.083,24763.718592999998
5.348,9.762,2.057,3.799,0.205,0.604,5.796,0.083,26060.053667
7.41,9.926,2.057,3.799,0.205,0.604,5.796,0.083,17715.870554
7.41,9.762,1.86,3.799,0.205,0.604,5.796,0.083,20393.282533
7.41,9.762,2.057,4.047,0.205,0.604,5.796,0.083,25612.341873999998
7.41,9.762,2.057,3.799,0.686,0.604,5.796,0.083,18088.227044
7.41,9.762,2.057,3.799,0.205,0.514,5.796,0.083,18254.569831
7.41,9.762,2.057,3.799,0.205,0.604,2.708,0.083,23082.604098
7.41,9.762,2.057,3.799,0.205,0.604,5.796,0.347,23485.508297
7.41,9.762,2.057,3.799,0.205,0.604,5.796,0.083,17912.576263000003
4.973,8.051,0.622,3.054,0.123,0.701,3.814,1.128,25802.930734
8.535,8.051,0.622,3.054,0.123,0.701,3.814,1.128,26708.792871999998
4.973,6.387,0.622,3.054,0.123,0.701,3.814,1.128,25524.284223
4.973,8.051,2.195,3.054,0.123,0.701,3.814,1.128,25375.2906
4.973,8.051,0.622,2.805,0.123,0.701,3.814,1.128,25275.70186
4.973,8.051,0.622,3.054,0.393,0.701,3.814,1.128,25281.502422
4.973,8.051,0.622,3.054,0.123,0.041,3.814,1.128,24424.817244
4.973,8.051,0.622,3.054,0.123,0.701,0.265,1.128,17129.369002
4.973,8.051,0.622,3.054,0.123,0.701,3.814,2.114,25877.377442999998
4.973,6.387,2.195,2.805,0.393,0.041,0.265,2.114,25800.839529000004
8.535,8.051,2.195,2.805,0.393,0.041,0.265,2.114,26515.204024
8.535,6.387,0.622,2.805,0.393,0.041,0.265,2.114,26237.312912
8.535,6.387,2.195,3.054,0.393,0.041,0.265,2.114,26362.048107
8.535,6.387,2.195,2.805,0.123,0.041,0.265,2.114,22264.897459
8.535,6.387,2.195,2.805,0.393,0.701,0.265,2.114,26657.062708
8.535,6.387,2.195,2.805,0.393,0.041,3.814,2.114,15504.835165
8.535,6.387,2.195,2.805,0.393,0.041,0.265,1.128,26844.181229
8.535,6.387,2.195,2.805,0.393,0.041,0.265,2.114,27204.763812999998
7.973,11.051,1.722,0.404,0.623,0.201,0.864,2.378,26730.04613
5.535,11.051,1.722,0.404,0.623,0.201,0.864,2.378,24688.162558999997
7.973,9.387,1.722,0.404,0.623,0.201,0.864,2.378,19874.128541
7.973,11.051,1.095,0.404,0.623,0.201,0.864,2.378,25704.233756
7.973,11.051,1.722,0.155,0.623,0.201,0.864,2.378,26685.493589
7.973,11.051,1.722,0.404,0.893,0.201,0.864,2.378,26801.019870999997
7.973,11.051,1.722,0.404,0.623,0.541,0.864,2.378,19861.584311
7.973,11.051,1.722,0.404,0.623,0.201,3.215,2.378,26196.516644000003
7.973,11.051,1.722,0.404,0.623,0.201,0.864,0.864,22377.682973
7.973,9.387,1.095,0.155,0.893,0.541,3.215,0.864,26630.478433999997
5.535,11.051,1.095,0.155,0.893,0.541,3.215,0.864,20052.605864999998
5.535,9.387,1.722,0.155,0.893,0.541,3.215,0.864,26642.172491
5.535,9.387,1.095,0.404,0.893,0.541,3.215,0.864,25470.257901
5.535,9.387,1.095,0.155,0.623,0.541,3.215,0.864,25690.224571
5.535,9.387,1.095,0.155,0.893,0.201,3.215,0.864,17085.481972
5.535,9.387,1.095,0.155,0.893,0.541,0.864,0.864,25779.009647
5.535,9.387,1.095,0.155,0.893,0.541,3.215,2.378,25877.432791
5.535,9.387,1.095,0.155,0.893,0.541,3.215,0.864,26372.683923
9.473,6.551,1.172,4.379,0.873,0.451,5.289,1.753,27015.488458
4.035,6.551,1.172,4.379,0.873,0.451,5.289,1.753,25818.182319
9.473,10.887,1.172,4.379,0.873,0.451,5.289,1.753,26970.027495000002
9.473,6.551,0.545,4.379,0.873,0.451,5.289,1.753,26734.304273
9.473,6.551,1.172,1.48,0.873,0.451,5.289,1.753,26418.092119
9.473,6.551,1.172,4.379,0.143,0.451,5.289,1.753,26717.488349
9.473,6.551,1.172,4.379,0.873,0.291,5.289,1.753,27087.812489
9.473,6.551,1.172,4.379,0.873,0.451,4.69,1.753,27367.54249
9.473,6.551,1.172,4.379,0.873,0.451,5.289,1.489,26866.591414000002
9.473,10.887,0.545,1.48,0.143,0.291,4.69,1.489,26900.091475999998
4.035,6.551,0.545,1.48,0.143,0.291,4.69,1.489,25526.151376
4.035,10.887,1.172,1.48,0.143,0.291,4.69,1.489,25921.885739999998
4.035,10.887,0.545,4.379,0.143,0.291,4.69,1.489,25790.255372
4.035,10.887,0.545,1.48,0.873,0.291,4.69,1.489,25914.359164
4.035,10.887,0.545,1.48,0.143,0.451,4.69,1.489,26271.48041
4.035,10.887,0.545,1.48,0.143,0.291,5.289,1.489,26121.270749999996
4.035,10.887,0.545,1.48,0.143,0.291,4.69,1.753,26553.354731
4.035,10.887,0.545,1.48,0.143,0.291,4.69,1.489,25615.822536
6.473,9.551,2.272,1.729,0.373,0.951,2.339,0.503,24900.666318
7.035,9.551,2.272,1.729,0.373,0.951,2.339,0.503,18558.230442
6.473,7.887,2.272,1.729,0.373,0.951,2.339,0.503,26446.277716
6.473,9.551,1.645,1.729,0.373,0.951,2.339,0.503,20508.720069000003
6.473,9.551,2.272,4.13,0.373,0.951,2.339,0.503,20320.664836
6.473,9.551,2.272,1.729,0.643,0.951,2.339,0.503,26487.637979
6.473,9.551,2.272,1.729,0.373,0.791,2.339,0.503,25196.79356
6.473,9.551,2.272,1.729,0.373,0.951,1.74,0.503,26249.907616
6.473,9.551,2.272,1.729,0.373,0.951,2.339,0.239,17330.681895
6.473,7.887,1.645,4.13,0.643,0.791,1.74,0.239,26217.498698999996
7.035,9.551,1.645,4.13,0.643,0.791,1.74,0.239,17303.277091999997
7.035,7.887,2.272,4.13,0.643,0.791,1.74,0.239,26749.431822
7.035,7.887,1.645,1.729,0.643,0.791,1.74,0.239,25246.171312
7.035,7.887,1.645,4.13,0.373,0.791,1.74,0.239,25537.370285
7.035,7.887,1.645,4.13,0.643,0.951,1.74,0.239,26338.649314
7.035,7.887,1.645,4.13,0.643,0.791,2.339,0.239,26123.003412
7.035,7.887,1.645,4.13,0.643,0.791,1.74,0.503,24748.007561
7.035,7.887,1.645,4.13,0.643,0.791,1.74,0.239,25419.703903
5.723,7.301,1.447,2.391,0.498,0.576,4.552,1.44,25699.660806
4.785,7.301,1.447,2.391,0.498,0.576,4.552,1.44,25446.593994
5.723,10.137,1.447,2.391,0.498,0.576,4.552,1.44,26355.792278
5.723,7.301,0.82,2.391,0.498,0.576,4.552,1.44,25227.192801
5.723,7.301,1.447,4.793,0.498,0.576,4.552,1.44,25844.557966
5.723,7.301,1.447,2.391,0.018,0.576,4.552,1.44,25472.152349
5.723,7.301,1.447,2.391,0.498,0.666,4.552,1.44,26390.76113
5.723,7.301,1.447,2.391,0.498,0.576,2.478,1.44,25950.578754000002
5.723,7.301,1.447,2.391,0.498,0.576,4.552,0.552,25663.441348
5.723,10.137,0.82,4.793,0.018,0.666,2.478,0.552,19537.814857999998
4.785,7.301,0.82,4.793,0.018,0.666,2.478,0.552,25897.613669
4.785,10.137,1.447,4.793,0.018,0.666,2.478,0.552,25082.165834
4.785,10.137,0.82,2.391,0.018,0.666,2.478,0.552,18297.704583
4.785,10.137,0.82,4.793,0.498,0.666,2.478,0.552,17802.746351
4.785,10.137,0.82,4.793,0.018,0.576,2.478,0.552,19194.275412000003
4.785,10.137,0.82,4.793,0.018,0.666,4.552,0.552,17576.213609
4.785,10.137,0.82,4.793,0.018,0.666,2.478,1.44,25346.007848
4.785,10.137,0.82,4.793,0.018,0.666,2.478,0.552,25406.450462
8.723,10.301,0.347,5.041,0.998,0.076,1.602,0.19,26748.132892
7.785,10.301,0.347,5.041,0.998,0.076,1.602,0.19,26751.248551
8.723,7.137,0.347,5.041,0.998,0.076,1.602,0.19,26451.211531
8.723,10.301,1.92,5.041,0.998,0.076,1.602,0.19,27203.595707
8.723,10.301,0.347,2.143,0.998,0.076,1.602,0.19,27267.649385999997
8.723,10.301,0.347,5.041,0.518,0.076,1.602,0.19,18665.560393
8.723,10.301,0.347,5.041,0.998,0.166,1.602,0.19,26994.319486
8.723,10.301,0.347,5.041,0.998,0.076,5.428,0.19,26711.887381
8.723,10.301,0.347,5.041,0.998,0.076,1.602,1.802,27077.651576000004
8.723,7.137,1.92,2.143,0.518,0.166,5.428,1.802,26929.705963
7.785,10.301,1.92,2.143,0.518,0.166,5.428,1.802,26837.163177
7.785,7.137,0.347,2.143,0.518,0.166,5.428,1.802,25492.088411
7.785,7.137,1.92,5.041,0.518,0.166,5.428,1.802,19548.43291
7.785,7.137,1.92,2.143,0.998,0.166,5.428,1.802,26534.896763
7.785,7.137,1.92,2.143,0.518,0.076,5.428,1.802,24303.688725
7.785,7.137,1.92,2.143,0.518,0.166,1.602,1.802,25922.985641
7.785,7.137,1.92,2.143,0.518,0.166,5.428,0.19,18465.845068
7.785,7.137,1.92,2.143,0.518,0.166,5.428,1.802,26183.600872
7.223,8.801,1.997,1.066,0.748,0.326,3.077,0.815,25774.586589
9.285,8.801,1.997,1.066,0.748,0.326,3.077,0.815,26797.854573999997
7.223,8.637,1.997,1.066,0.748,0.326,3.077,0.815,25861.603586
7.223,8.801,2.47,1.066,0.748,0.326,3.077,0.815,16526.456134
7.223,8.801,1.997,0.818,0.748,0.326,3.077,0.815,26313.926635
7.223,8.801,1.997,1.066,0.268,0.326,3.077,0.815,26691.378014
7.223,8.801,1.997,1.066,0.748,0.916,3.077,0.815,26400.031715
7.223,8.801,1.997,1.066,0.748,0.326,3.953,0.815,26086.588291
7.223,8.801,1.997,1.066,0.748,0.326,3.077,1.177,25757.061155
7.223,8.637,2.47,0.818,0.268,0.916,3.953,1.177,22781.074353999997
9.285,8.801,2.47,0.818,0.268,0.916,3.953,1.177,20199.144858
9.285,8.637,1.997,0.818,0.268,0.916,3.953,1.177,26841.721576
9.285,8.637,2.47,1.066,0.268,0.916,3.953,1.177,22781.008137999997
9.285,8.637,2.47,0.818,0.748,0.916,3.953,1.177,27113.848607
9.285,8.637,2.47,0.818,0.268,0.326,3.953,1.177,27013.338258
9.285,8.637,2.47,0.818,0.268,0.916,3.077,1.177,28215.144824
9.285,8.637,2.47,0.818,0.268,0.916,3.953,0.815,26995.415039
9.285,8.637,2.47,0.818,0.268,0.916,3.953,1.177,27187.484555000003
4.223,11.801,0.897,3.716,0.248,0.826,0.127,2.065,24195.779954999998
6.285,11.801,0.897,3.716,0.248,0.826,0.127,2.065,14754.872884
4.223,11.637,0.897,3.716,0.248,0.826,0.127,2.065,24679.932541000002
4.223,11.801,1.37,3.716,0.248,0.826,0.127,2.065,25983.646564000002
4.223,11.801,0.897,3.468,0.248,0.826,0.127,2.065,25723.560293000002
4.223,11.801,0.897,3.716,0.768,0.826,0.127,2.065,25818.411978
4.223,11.801,0.897,3.716,0.248,0.416,0.127,2.065,26045.311211
4.223,11.801,0.897,3.716,0.248,0.826,1.003,2.065,26246.341241
4.223,11.801,0.897,3.716,0.248,0.826,0.127,2.427,25136.793508000002
4.223,11.637,1.37,3.468,0.768,0.416,1.003,2.427,26019.300279000003
6.285,11.801,1.37,3.468,0.768,0.416,1.003,2.427,25697.18729
6.285,11.637,0.897,3.468,0.768,0.416,1.003,2.427,26139.331455
6.285,11.637,1.37,3.716,0.768,0.416,1.003,2.427,26115.857499
6.285,11.637,1.37,3.468,0.248,0.416,1.003,2.427,18086.787468
6.285,11.637,1.37,3.468,0.768,0.826,1.003,2.427,26001.352529
6.285,11.637,1.37,3.468,0.768,0.416,0.127,2.427,25892.859803
6.285,11.637,1.37,3.468,0.768,0.416,1.003,2.065,25866.739339
6.285,11.637,1.37,3.468,0.768,0.416,1.003,2.427,25346.9609
4.316,7.395,0.519,4.13,0.889,0.967,3.353,2.417,25095.945875999998
8.254,7.395,0.519,4.13,0.889,0.967,3.353,2.417,26298.622165
4.316,8.355,0.519,4.13,0.889,0.967,3.353,2.417,25728.845649000003
4.316,7.395,0.442,4.13,0.889,0.967,3.353,2.417,25585.639831
4.316,7.395,0.519,0.238,0.889,0.967,3.353,2.417,25907.59924
4.316,7.395,0.519,4.13,0.283,0.967,3.353,2.417,25805.900655999998
4.316,7.395,0.519,4.13,0.889,0.682,3.353,2.417,25171.545315000003
4.316,7.395,0.519,4.13,0.889,0.967,2.938,2.417,25513.390554999998
4.316,7.395,0.519,4.13,0.889,0.967,3.353,0.591,25250.550457
4.316,8.355,0.442,0.238,0.283,0.682,2.938,0.591,26047.17578
8.254,7.395,0.442,0.238,0.283,0.682,2.938,0.591,26097.814065
8.254,8.355,0.519,0.238,0.283,0.682,2.938,0.591,26545.371541
8.254,8.355,0.442,4.13,0.283,0.682,2.938,0.591,26630.893996
8.254,8.355,0.442,0.238,0.889,0.682,2.938,0.591,27277.288255
8.254,8.355,0.442,0.238,0.283,0.967,2.938,0.591,26409.622234
8.254,8.355,0.442,0.238,0.283,0.682,3.353,0.591,26911.362159999997
8.254,8.355,0.442,0.238,0.283,0.682,2.938,2.417,27249.004498
8.254,8.355,0.442,0.238,0.283,0.682,2.938,0.591,26596.727973
7.316,10.395,1.619,1.48,0.389,0.467,0.403,1.167,26616.741147
5.254,10.395,1.619,1.48,0.389,0.467,0.403,1.167,22260.003584
7.316,11.355,1.619,1.48,0.389,0.467,0.403,1.167,26473.513642
7.316,10.395,1.542,1.48,0.389,0.467,0.403,1.167,26133.711405000002
7.316,10.395,1.619,2.888,0.389,0.467,0.403,1.167,26323.967844
7.316,10.395,1.619,1.48,0.783,0.467,0.403,1.167,25957.044186
7.316,10.395,1.619,1.48,0.389,0.182,0.403,1.167,23043.951161999998
7.316,10.395,1.619,1.48,0.389,0.467,5.888,1.167,20784.399979
7.316,10.395,1.619,1.48,0.389,0.467,0.403,1.841,26629.366484
7.316,11.355,1.542,2.888,0.783,0.182,5.888,1.841,25879.228876
5.254,10.395,1.542,2.888,0.783,0.182,5.888,1.841,25659.213073
5.254,11.355,1.619,2.888,0.783,0.182,5.888,1.841,25881.362095
5.254,11.355,1.542,1.48,0.783,0.182,5.888,1.841,26000.548759
5.254,11.355,1.542,2.888,0.389,0.182,5.888,1.841,25451.39693
5.254,11.355,1.542,2.888,0.783,0.467,5.888,1.841,22877.296154
5.254,11.355,1.542,2.888,0.783,0.182,0.403,1.841,25716.758055000002
5.254,11.355,1.542,2.888,0.783,0.182,5.888,1.167,26207.443598
5.254,11.355,1.542,2.888,0.783,0.182,5.888,1.841,26215.700018
8.816,8.895,1.069,2.805,0.139,0.217,4.828,0.542,26500.368664999998
6.754,8.895,1.069,2.805,0.139,0.217,4.828,0.542,17474.888509999997
8.816,9.855,1.069,2.805,0.139,0.217,4.828,0.542,23080.795791
8.816,8.895,2.092,2.805,0.139,0.217,4.828,0.542,27013.754491
8.816,8.895,1.069,4.213,0.139,0.217,4.828,0.542,26833.748564
8.816,8.895,1.069,2.805,0.033,0.217,4.828,0.542,21493.116135
8.816,8.895,1.069,2.805,0.139,0.932,4.828,0.542,14981.625924
8.816,8.895,1.069,2.805,0.139,0.217,4.413,0.542,22869.567873
8.816,8.895,1.069,2.805,0.139,0.217,4.828,1.216,26832.488891
8.816,9.855,2.092,4.213,0.033,0.932,4.413,1.216,26600.316235000002
6.754,8.895,2.092,4.213,0.033,0.932,4.413,1.216,21872.518268999997
6.754,9.855,1.069,4.213,0.033,0.932,4.413,1.216,25833.885299
6.754,9.855,2.092,2.805,0.033,0.932,4.413,1.216,26233.422176
6.754,9.855,2.092,4.213,0.139,0.932,4.413,1.216,25557.623915
6.754,9.855,2.092,4.213,0.033,0.217,4.413,1.216,22069.06122
6.754,9.855,2.092,4.213,0.033,0.932,4.828,1.216,20666.909669
6.754,9.855,2.092,4.213,0.033,0.932,4.413,0.542,21422.768121999998
6.754,9.855,2.092,4.213,0.033,0.932,4.413,1.216,26670.316106000002
5.816,11.895,2.169,0.155,0.639,0.717,1.878,1.792,26097.055548
9.754,11.895,2.169,0.155,0.639,0.717,1.878,1.792,27315.840416
5.816,6.855,2.169,0.155,0.639,0.717,1.878,1.792,25447.799191
5.816,11.895,0.992,0.155,0.639,0.717,1.878,1.792,25619.384657000002
5.816,11.895,2.169,1.563,0.639,0.717,1.878,1.792,25661.892926
5.816,11.895,2.169,0.155,0.533,0.717,1.878,1.792,25946.453891
5.816,11.895,2.169,0.155,0.639,0.432,1.878,1.792,26669.179785
5.816,11.895,2.169,0.155,0.639,0.717,1.463,1.792,17475.056669999998
5.816,11.895,2.169,0.155,0.639,0.717,1.878,2.466,26092.005455
5.816,6.855,0.992,1.563,0.533,0.432,1.463,2.466,21573.442581
9.754,11.895,0.992,1.563,0.533,0.432,1.463,2.466,26905.88141
9.754,6.855,2.169,1.563,0.533,0.432,1.463,2.466,27789.578110999995
9.754,6.855,0.992,0.155,0.533,0.432,1.463,2.466,25845.155873
9.754,6.855,0.992,1.563,0.639,0.432,1.463,2.466,28025.843401
9.754,6.855,0.992,1.563,0.533,0.717,1.463,2.466,26639.530285
9.754,6.855,0.992,1.563,0.533,0.432,1.878,2.466,20812.577886
9.754,6.855,0.992,1.563,0.533,0.432,1.463,1.792,25020.909051000002
9.754,6.855,0.992,1.563,0.533,0.432,1.463,2.466,22693.018354
6.566,8.145,1.894,0.818,0.514,0.842,5.566,0.229,25891.939613000002
6.004,8.145,1.894,0.818,0.514,0.842,5.566,0.229,26235.092628
6.566,10.605,1.894,0.818,0.514,0.842,5.566,0.229,25858.807447
6.566,8.145,2.367,0.818,0.514,0.842,5.566,0.229,19988.645309
6.566,8.145,1.894,2.226,0.514,0.842,5.566,0.229,26186.486021
6.566,8.145,1.894,0.818,0.158,0.842,5.566,0.229,17954.97973
6.566,8.145,1.894,0.818,0.514,0.057,5.566,0.229,25429.696031
6.566,8.145,1.894,0.818,0.514,0.842,0.726,0.229,26268.871035
6.566,8.145,1.894,0.818,0.514,0.842,5.566,2.153,26044.63312
6.566,10.605,2.367,2.226,0.158,0.057,0.726,2.153,16732.125872999997
6.004,8.145,2.367,2.226,0.158,0.057,0.726,2.153,24875.341478000002
6.004,10.605,1.894,2.226,0.158,0.057,0.726,2.153,26284.914251000002
6.004,10.605,2.367,0.818,0.158,0.057,0.726,2.153,26179.185436
6.004,10.605,2.367,2.226,0.514,0.057,0.726,2.153,26128.347193
6.004,10.605,2.367,2.226,0.158,0.842,0.726,2.153,25747.246979
6.004,10.605,2.367,2.226,0.158,0.057,5.566,2.153,25711.751675
6.004,10.605,2.367,2.226,0.158,0.057,0.726,0.229,21405.998195
6.004,10.605,2.367,2.226,0.158,0.057,0.726,2.153,25635.460931999998
9.566,11.145,0.794,3.468,0.014,0.342,2.616,1.479,27372.298299000002
9.004,11.145,0.794,3.468,0.014,0.342,2.616,1.479,26755.314858
9.566,7.605,0.794,3.468,0.014,0.342,2.616,1.479,23806.108202
9.566,11.145,1.267,3.468,0.014,0.342,2.616,1.479,27356.902254
9.566,11.145,0.794,4.876,0.014,0.342,2.616,1.479,27412.774272
9.566,11.145,0.794,3.468,0.658,0.342,2.616,1.479,19579.99381
9.566,11.145,0.794,3.468,0.014,0.557,2.616,1.479,20586.895795
9.566,11.145,0.794,3.468,0.014,0.342,3.676,1.479,26907.088603000004
9.566,11.145,0.794,3.468,0.014,0.342,2.616,0.903,19634.593854000002
9.566,7.605,1.267,4.876,0.658,0.557,3.676,0.903,26960.793568
9.004,11.145,1.267,4.876,0.658,0.557,3.676,0.903,26761.867753
9.004,7.605,0.794,4.876,0.658,0.557,3.676,0.903,27241.648720999998
9.004,7.605,1.267,3.468,0.658,0.557,3.676,0.903,27032.272817999998
9.004,7.605,1.267,4.876,0.014,0.557,3.676,0.903,24461.063089
9.004,7.605,1.267,4.876,0.658,0.342,3.676,0.903,26942.901822
9.004,7.605,1.267,4.876,0.658,0.557,2.616,0.903,27112.649365999998
9.004,7.605,1.267,4.876,0.658,0.557,3.676,1.479,26944.988617
9.004,7.605,1.267,4.876,0.658,0.557,3.676,0.903,26154.066243
8.066,6.645,2.444,2.143,0.264,0.092,4.091,2.104,26596.639607
7.504,6.645,2.444,2.143,0.264,0.092,4.091,2.104,26596.948469000003
8.066,6.105,2.444,2.143,0.264,0.092,4.091,2.104,26057.376806
8.066,6.645,0.717,2.143,0.264,0.092,4.091,2.104,26326.20431
8.066,6.645,2.444,3.551,0.264,0.092,4.091,2.104,26430.768497
8.066,6.645,2.444,2.143,0.408,0.092,4.091,2.104,26588.798538
8.066,6.645,2.444,2.143,0.264,0.307,4.091,2.104,25101.912249
8.066,6.645,2.444,2.143,0.264,0.092,5.151,2.104,26832.232751
8.066,6.645,2.444,2.143,0.264,0.092,4.091,1.528,18538.312293
8.066,6.105,0.717,3.551,0.408,0.307,5.151,1.528,26065.821228
7.504,6.645,0.717,3.551,0.408,0.307,5.151,1.528,26313.578232
7.504,6.105,2.444,3.551,0.408,0.307,5.151,1.528,26437.187691
7.504,6.105,0.717,2.143,0.408,0.307,5.151,1.528,26305.793115
7.504,6.105,0.717,3.551,0.264,0.307,5.151,1.528,26590.74398
7.504,6.105,0.717,3.551,0.408,0.092,5.151,1.528,26242.73938
7.504,6.105,0.717,3.551,0.408,0.307,4.091,1.528,26608.763059999997
7.504,6.105,0.717,3.551,0.408,0.307,5.151,2.104,26114.93765
7.504,6.105,0.717,3.551,0.408,0.307,5.151,1.528,26224.288556
5.066,9.645,1.344,4.793,0.764,0.592,1.141,0.854,25734.502835
4.504,9.645,1.344,4.793,0.764,0.592,1.141,0.854,25860.088189000002
5.066,9.105,1.344,4.793,0.764,0.592,1.141,0.854,25660.205456
5.066,9.645,1.817,4.793,0.764,0.592,1.141,0.854,25931.101687000002
5.066,9.645,1.344,0.901,0.764,0.592,1.141,0.854,25184.988964999997
5.066,9.645,1.344,4.793,0.908,0.592,1.141,0.854,25676.287495
5.066,9.645,1.344,4.793,0.764,0.807,1.141,0.854,25800.256169
5.066,9.645,1.344,4.793,0.764,0.592,2.201,0.854,20790.297005
5.066,9.645,1.344,4.793,0.764,0.592,1.141,0.278,24496.907151
5.066,9.105,1.817,0.901,0.908,0.807,2.201,0.278,25638.658968000003
4.504,9.645,1.817,0.901,0.908,0.807,2.201,0.278,26147.356075
4.504,9.105,1.344,0.901,0.908,0.807,2.201,0.278,22229.972117999998
4.504,9.105,1.817,4.793,0.908,0.807,2.201,0.278,25872.311411
4.504,9.105,1.817,0.901,0.764,0.807,2.201,0.278,20275.748496
