acceleration,deceleration,minGap,lcSpeedGain,lcCooperative,lcPushy,lcStrategic,lcAssertive,PMx
4.504,9.105,1.817,0.901,0.908,0.592,2.201,0.278,25327.538163999998
4.504,9.105,1.817,0.901,0.908,0.807,1.141,0.278,26080.062053999998
4.504,9.105,1.817,0.901,0.908,0.807,2.201,0.854,25107.351448999998
4.504,9.105,1.817,0.901,0.908,0.807,2.201,0.278,17838.790841
5.441,8.52,2.307,3.799,0.451,0.654,5.197,0.073,21262.875766
5.629,8.52,2.307,3.799,0.451,0.654,5.197,0.073,25503.128232
5.441,7.23,2.307,3.799,0.451,0.654,5.197,0.073,23090.965303
5.441,8.52,1.679,3.799,0.451,0.654,5.197,0.073,19478.12453
5.441,8.52,2.307,0.569,0.451,0.654,5.197,0.073,25552.979188999998
5.441,8.52,2.307,3.799,0.721,0.654,5.197,0.073,26158.050276
5.441,8.52,2.307,3.799,0.451,0.369,5.197,0.073,25495.610183
5.441,8.52,2.307,3.799,0.451,0.654,4.045,0.073,18888.209706
5.441,8.52,2.307,3.799,0.451,0.654,5.197,1.997,25810.168113
5.441,7.23,1.679,0.569,0.721,0.369,4.045,1.997,25421.855322000003
5.629,8.52,1.679,0.569,0.721,0.369,4.045,1.997,26153.236895000002
5.629,7.23,2.307,0.569,0.721,0.369,4.045,1.997,25794.251502000003
5.629,7.23,1.679,3.799,0.721,0.369,4.045,1.997,26217.466547
5.629,7.23,1.679,0.569,0.451,0.369,4.045,1.997,25837.953555
5.629,7.23,1.679,0.569,0.721,0.654,4.045,1.997,25858.471972
5.629,7.23,1.679,0.569,0.721,0.369,5.197,1.997,25796.852159000002
5.629,7.23,1.679,0.569,0.721,0.369,4.045,0.073,18893.179818
5.629,7.23,1.679,0.569,0.721,0.369,4.045,1.997,26037.424025
8.441,11.52,1.207,1.149,0.951,0.154,2.247,1.323,26531.734189
8.629,11.52,1.207,1.149,0.951,0.154,2.247,1.323,26664.959129000003
8.441,10.23,1.207,1.149,0.951,0.154,2.247,1.323,27062.751699
8.441,11.52,0.579,1.149,0.951,0.154,2.247,1.323,26746.255306
8.441,11.52,1.207,3.219,0.951,0.154,2.247,1.323,26361.381035000002
8.441,11.52,1.207,1.149,0.221,0.154,2.247,1.323,24918.029755000003
8.441,11.52,1.207,1.149,0.951,0.869,2.247,1.323,26829.188383
8.441,11.52,1.207,1.149,0.951,0.154,1.095,1.323,26818.435421000002
8.441,11.52,1.207,1.149,0.951,0.154,2.247,0.747,26603.293325
8.441,10.23,0.579,3.219,0.221,0.869,1.095,0.747,26579.253198
8.629,11.52,0.579,3.219,0.221,0.869,1.095,0.747,26814.285687999996
8.629,10.23,1.207,3.219,0.221,0.869,1.095,0.747,26105.728970999997
8.629,10.23,0.579,1.149,0.221,0.869,1.095,0.747,18645.663795
8.629,10.23,0.579,3.219,0.951,0.869,1.095,0.747,27435.145947999998
8.629,10.23,0.579,3.219,0.221,0.154,1.095,0.747,26100.257028
8.629,10.23,0.579,3.219,0.221,0.869,2.247,0.747,27198.726032
8.629,10.23,0.579,3.219,0.221,0.869,1.095,1.323,25992.643577
8.629,10.23,0.579,3.219,0.221,0.869,1.095,0.747,26549.900598
9.941,7.02,1.757,5.124,0.701,0.404,3.722,1.948,27598.750709
7.129,7.02,1.757,5.124,0.701,0.404,3.722,1.948,26542.574819
9.941,11.73,1.757,5.124,0.701,0.404,3.722,1.948,27106.471037000003
9.941,7.02,1.129,5.124,0.701,0.404,3.722,1.948,27262.890493
9.941,7.02,1.757,4.544,0.701,0.404,3.722,1.948,27514.541087999998
9.941,7.02,1.757,5.124,0.971,0.404,3.722,1.948,27366.632492
9.941,7.02,1.757,5.124,0.701,0.119,3.722,1.948,26948.624732
9.941,7.02,1.757,5.124,0.701,0.404,2.57,1.948,27657.504879
9.941,7.02,1.757,5.124,0.701,0.404,3.722,1.372,27574.368746
9.941,11.73,1.129,4.544,0.971,0.119,2.57,1.372,27746.497446
7.129,7.02,1.129,4.544,0.971,0.119,2.57,1.372,25814.495565999998
7.129,11.73,1.757,4.544,0.971,0.119,2.57,1.372,26253.719964
7.129,11.73,1.129,5.124,0.971,0.119,2.57,1.372,25948.279474
7.129,11.73,1.129,4.544,0.701,0.119,2.57,1.372,26094.586754
7.129,11.73,1.129,4.544,0.971,0.404,2.57,1.372,26203.83833
7.129,11.73,1.129,4.544,0.971,0.119,3.722,1.372,26211.660848
7.129,11.73,1.129,4.544,0.971,0.119,2.57,1.948,26760.471481
7.129,11.73,1.129,4.544,0.971,0.119,2.57,1.372,26271.290229
6.941,10.02,0.657,2.474,0.201,0.904,0.772,0.698,26247.245031000002
4.129,10.02,0.657,2.474,0.201,0.904,0.772,0.698,19214.525134
6.941,8.73,0.657,2.474,0.201,0.904,0.772,0.698,21148.417286
6.941,10.02,2.229,2.474,0.201,0.904,0.772,0.698,19396.323572
6.941,10.02,0.657,1.894,0.201,0.904,0.772,0.698,20560.251513
6.941,10.02,0.657,2.474,0.471,0.904,0.772,0.698,25425.129549
6.941,10.02,0.657,2.474,0.201,0.619,0.772,0.698,26931.398532
6.941,10.02,0.657,2.474,0.201,0.904,5.52,0.698,25819.948976
6.941,10.02,0.657,2.474,0.201,0.904,0.772,0.122,18969.292193
6.941,8.73,2.229,1.894,0.471,0.619,5.52,0.122,17216.908215999996
4.129,10.02,2.229,1.894,0.471,0.619,5.52,0.122,25694.115268
4.129,8.73,0.657,1.894,0.471,0.619,5.52,0.122,26743.818926
4.129,8.73,2.229,2.474,0.471,0.619,5.52,0.122,18388.458854
4.129,8.73,2.229,1.894,0.201,0.619,5.52,0.122,22409.686244999997
4.129,8.73,2.229,1.894,0.471,0.904,5.52,0.122,25373.959447
4.129,8.73,2.229,1.894,0.471,0.619,0.772,0.122,25963.450343999997
4.129,8.73,2.229,1.894,0.471,0.619,5.52,0.698,20913.495274
4.129,8.73,2.229,1.894,0.471,0.619,5.52,0.122,25183.784645
6.191,6.27,0.932,1.812,0.076,0.529,2.985,2.261,24310.369822
7.879,6.27,0.932,1.812,0.076,0.529,2.985,2.261,26026.643473
6.191,9.48,0.932,1.812,0.076,0.529,2.985,2.261,25781.851896
6.191,6.27,0.854,1.812,0.076,0.529,2.985,2.261,25948.920686999998
6.191,6.27,0.932,2.557,0.076,0.529,2.985,2.261,25209.113038
6.191,6.27,0.932,1.812,0.846,0.529,2.985,2.261,25604.972191
6.191,6.27,0.932,1.812,0.076,0.994,2.985,2.261,25605.54037
6.191,6.27,0.932,1.812,0.076,0.529,4.782,2.261,26118.102642
6.191,6.27,0.932,1.812,0.076,0.529,2.985,0.435,25317.198271
6.191,9.48,0.854,2.557,0.846,0.994,4.782,0.435,25909.741118
7.879,6.27,0.854,2.557,0.846,0.994,4.782,0.435,26661.235826
7.879,9.48,0.932,2.557,0.846,0.994,4.782,0.435,26213.223539
7.879,9.48,0.854,1.812,0.846,0.994,4.782,0.435,26705.221148999997
7.879,9.48,0.854,2.557,0.076,0.994,4.782,0.435,27097.591439999997
7.879,9.48,0.854,2.557,0.846,0.529,4.782,0.435,26642.549285999998
7.879,9.48,0.854,2.557,0.846,0.994,2.985,0.435,26810.514286
7.879,9.48,0.854,2.557,0.846,0.994,4.782,2.261,26593.772175
7.879,9.48,0.854,2.557,0.846,0.994,4.782,0.435,26534.902957
9.191,9.27,2.032,4.462,0.576,0.029,0.035,1.011,26260.466715
4.879,9.27,2.032,4.462,0.576,0.029,0.035,1.011,26625.440391000004
9.191,6.48,2.032,4.462,0.576,0.029,0.035,1.011,26875.809751
9.191,9.27,1.954,4.462,0.576,0.029,0.035,1.011,27446.616473000002
9.191,9.27,2.032,5.207,0.576,0.029,0.035,1.011,27082.515703
9.191,9.27,2.032,4.462,0.346,0.029,0.035,1.011,21707.946647
9.191,9.27,2.032,4.462,0.576,0.494,0.035,1.011,27319.472373
9.191,9.27,2.032,4.462,0.576,0.029,1.832,1.011,26227.660515000003
9.191,9.27,2.032,4.462,0.576,0.029,0.035,1.685,27250.384959
9.191,6.48,1.954,5.207,0.346,0.494,1.832,1.685,25588.433731999998
4.879,9.27,1.954,5.207,0.346,0.494,1.832,1.685,26056.702521
4.879,6.48,2.032,5.207,0.346,0.494,1.832,1.685,25172.886601
4.879,6.48,1.954,4.462,0.346,0.494,1.832,1.685,25654.351832
4.879,6.48,1.954,5.207,0.576,0.494,1.832,1.685,24881.834845
4.879,6.48,1.954,5.207,0.346,0.029,1.832,1.685,26044.269163999998
4.879,6.48,1.954,5.207,0.346,0.494,0.035,1.685,21014.253786
4.879,6.48,1.954,5.207,0.346,0.494,1.832,1.011,25235.716981
4.879,6.48,1.954,5.207,0.346,0.494,1.832,1.685,25486.904418
7.691,7.77,0.382,0.487,0.826,0.279,4.46,0.386,24403.445189
6.379,7.77,0.382,0.487,0.826,0.279,4.46,0.386,25402.548718
7.691,7.98,0.382,0.487,0.826,0.279,4.46,0.386,26596.101878
7.691,7.77,1.404,0.487,0.826,0.279,4.46,0.386,25663.759956
7.691,7.77,0.382,3.882,0.826,0.279,4.46,0.386,26187.233498999998
7.691,7.77,0.382,0.487,0.596,0.279,4.46,0.386,26186.91766
7.691,7.77,0.382,0.487,0.826,0.744,4.46,0.386,26355.815137999998
7.691,7.77,0.382,0.487,0.826,0.279,0.357,0.386,26118.681265
7.691,7.77,0.382,0.487,0.826,0.279,4.46,1.06,26191.503315
7.691,7.98,1.404,3.882,0.596,0.744,0.357,1.06,26673.586957
6.379,7.77,1.404,3.882,0.596,0.744,0.357,1.06,25271.623865
6.379,7.98,0.382,3.882,0.596,0.744,0.357,1.06,25264.881129
6.379,7.98,1.404,0.487,0.596,0.744,0.357,1.06,26292.476925
6.379,7.98,1.404,3.882,0.826,0.744,0.357,1.06,25716.302248
6.379,7.98,1.404,3.882,0.596,0.279,0.357,1.06,25949.224146
6.379,7.98,1.404,3.882,0.596,0.744,4.46,1.06,25452.106727
6.379,7.98,1.404,3.882,0.596,0.744,0.357,0.386,24636.641529
6.379,7.98,1.404,3.882,0.596,0.744,0.357,1.06,25591.12393
4.691,10.77,1.482,3.137,0.326,0.779,1.51,1.636,25276.870364
9.379,10.77,1.482,3.137,0.326,0.779,1.51,1.636,19899.864468
4.691,10.98,1.482,3.137,0.326,0.779,1.51,1.636,25814.204094
4.691,10.77,0.304,3.137,0.326,0.779,1.51,1.636,25459.36034
4.691,10.77,1.482,1.232,0.326,0.779,1.51,1.636,23465.349987
4.691,10.77,1.482,3.137,0.096,0.779,1.51,1.636,26029.120589
4.691,10.77,1.482,3.137,0.326,0.244,1.51,1.636,25017.313835
4.691,10.77,1.482,3.137,0.326,0.779,3.307,1.636,26151.492796000002
4.691,10.77,1.482,3.137,0.326,0.779,1.51,2.31,26184.538638
4.691,10.98,0.304,1.232,0.096,0.244,3.307,2.31,20628.370076
9.379,10.77,0.304,1.232,0.096,0.244,3.307,2.31,26270.203532
9.379,10.98,1.482,1.232,0.096,0.244,3.307,2.31,27532.80813
9.379,10.98,0.304,3.137,0.096,0.244,3.307,2.31,21392.755504
9.379,10.98,0.304,1.232,0.326,0.244,3.307,2.31,27619.551705
9.379,10.98,0.304,1.232,0.096,0.779,3.307,2.31,27049.876974
9.379,10.98,0.304,1.232,0.096,0.244,1.51,2.31,28000.366489
9.379,10.98,0.304,1.232,0.096,0.244,3.307,1.636,27159.431956
9.379,10.98,0.304,1.232,0.096,0.244,3.307,2.31,26891.901282
4.504,7.582,1.138,2.308,0.67,0.061,0.588,0.464,25805.3186
8.816,7.582,1.138,2.308,0.67,0.061,0.588,0.464,21357.323219000005
4.504,7.793,1.138,2.308,0.67,0.061,0.588,0.464,25452.94948
4.504,7.582,0.373,2.308,0.67,0.061,0.588,0.464,25758.416068000002
4.504,7.582,1.138,2.06,0.67,0.061,0.588,0.464,25351.092599999996
4.504,7.582,1.138,2.308,0.877,0.061,0.588,0.464,26228.50961
4.504,7.582,1.138,2.308,0.67,0.025,0.588,0.464,23338.290217
4.504,7.582,1.138,2.308,0.67,0.061,0.91,0.464,20001.626888000003
4.504,7.582,1.138,2.308,0.67,0.061,0.588,0.513,20281.072673000002
4.504,7.793,0.373,2.06,0.877,0.025,0.91,0.513,19786.222079
8.816,7.582,0.373,2.06,0.877,0.025,0.91,0.513,26946.718709
8.816,7.793,1.138,2.06,0.877,0.025,0.91,0.513,26301.094257999997
8.816,7.793,0.373,2.308,0.877,0.025,0.91,0.513,27116.580480999997
8.816,7.793,0.373,2.06,0.67,0.025,0.91,0.513,26780.373622
8.816,7.793,0.373,2.06,0.877,0.061,0.91,0.513,26857.641867000002
8.816,7.793,0.373,2.06,0.877,0.025,0.588,0.513,26353.654932
8.816,7.793,0.373,2.06,0.877,0.025,0.91,0.464,27350.378823
8.816,7.793,0.373,2.06,0.877,0.025,0.91,0.513,21359.726695999998
7.504,10.582,2.238,4.958,0.17,0.561,3.538,1.714,26004.468313999998
5.816,10.582,2.238,4.958,0.17,0.561,3.538,1.714,25158.337501
7.504,10.793,2.238,4.958,0.17,0.561,3.538,1.714,26596.232364
7.504,10.582,1.473,4.958,0.17,0.561,3.538,1.714,25849.795395
7.504,10.582,2.238,4.71,0.17,0.561,3.538,1.714,26878.619969
7.504,10.582,2.238,4.958,0.377,0.561,3.538,1.714,26691.345987
7.504,10.582,2.238,4.958,0.17,0.525,3.538,1.714,25997.435099000002
7.504,10.582,2.238,4.958,0.17,0.561,3.86,1.714,25871.340756999998
7.504,10.582,2.238,4.958,0.17,0.561,3.538,1.763,26695.155857
7.504,10.793,1.473,4.71,0.377,0.525,3.86,1.763,26787.708507
5.816,10.582,1.473,4.71,0.377,0.525,3.86,1.763,25953.508972
5.816,10.793,2.238,4.71,0.377,0.525,3.86,1.763,25938.559101
5.816,10.793,1.473,4.958,0.377,0.525,3.86,1.763,25870.223496
5.816,10.793,1.473,4.71,0.17,0.525,3.86,1.763,25912.505640000003
5.816,10.793,1.473,4.71,0.377,0.561,3.86,1.763,26276.633396999998
5.816,10.793,1.473,4.71,0.377,0.525,3.538,1.763,25734.206944999998
5.816,10.793,1.473,4.71,0.377,0.525,3.86,1.714,26238.244224000002
5.816,10.793,1.473,4.71,0.377,0.525,3.86,1.763,25789.264787
9.004,6.082,0.588,0.983,0.42,0.811,2.063,2.339,18968.129292999998
4.316,6.082,0.588,0.983,0.42,0.811,2.063,2.339,25928.309130999998
9.004,9.293,0.588,0.983,0.42,0.811,2.063,2.339,26515.470257
9.004,6.082,2.023,0.983,0.42,0.811,2.063,2.339,26670.468178
9.004,6.082,0.588,3.385,0.42,0.811,2.063,2.339,27145.6469
9.004,6.082,0.588,0.983,0.627,0.811,2.063,2.339,26013.341721999997
9.004,6.082,0.588,0.983,0.42,0.275,2.063,2.339,19786.966958999998
9.004,6.082,0.588,0.983,0.42,0.811,5.335,2.339,26655.784499
9.004,6.082,0.588,0.983,0.42,0.811,2.063,1.138,27467.806631
9.004,9.293,2.023,3.385,0.627,0.275,5.335,1.138,27014.096822
4.316,6.082,2.023,3.385,0.627,0.275,5.335,1.138,24934.230059
4.316,9.293,0.588,3.385,0.627,0.275,5.335,1.138,25433.300713999997
4.316,9.293,2.023,0.983,0.627,0.275,5.335,1.138,17815.796245
4.316,9.293,2.023,3.385,0.42,0.275,5.335,1.138,25743.819359
4.316,9.293,2.023,3.385,0.627,0.811,5.335,1.138,26192.629160999997
4.316,9.293,2.023,3.385,0.627,0.275,2.063,1.138,25675.344776
4.316,9.293,2.023,3.385,0.627,0.275,5.335,2.339,26085.8524
4.316,9.293,2.023,3.385,0.627,0.275,5.335,1.138,25755.189174
6.004,9.082,1.688,3.633,0.92,0.311,5.013,1.089,25830.794884000003
7.316,9.082,1.688,3.633,0.92,0.311,5.013,1.089,26370.966792
6.004,6.293,1.688,3.633,0.92,0.311,5.013,1.089,26299.847971
6.004,9.082,0.923,3.633,0.92,0.311,5.013,1.089,25735.036067
6.004,9.082,1.688,0.735,0.92,0.311,5.013,1.089,25849.909884
6.004,9.082,1.688,3.633,0.127,0.311,5.013,1.089,24947.846873000002
6.004,9.082,1.688,3.633,0.92,0.775,5.013,1.089,26044.424111
6.004,9.082,1.688,3.633,0.92,0.311,2.385,1.089,25568.057384
6.004,9.082,1.688,3.633,0.92,0.311,5.013,2.388,25803.526871000002
6.004,6.293,0.923,0.735,0.127,0.775,2.385,2.388,26261.7311
7.316,9.082,0.923,0.735,0.127,0.775,2.385,2.388,26241.988894000002
7.316,6.293,1.688,0.735,0.127,0.775,2.385,2.388,19204.195108
7.316,6.293,0.923,3.633,0.127,0.775,2.385,2.388,25745.736899
7.316,6.293,0.923,0.735,0.92,0.775,2.385,2.388,26708.408147000002
7.316,6.293,0.923,0.735,0.127,0.311,2.385,2.388,19248.760867
7.316,6.293,0.923,0.735,0.127,0.775,5.013,2.388,25940.533393
7.316,6.293,0.923,0.735,0.127,0.775,2.385,1.089,26170.060689
7.316,6.293,0.923,0.735,0.127,0.775,2.385,2.388,23283.310743000002
6.754,6.832,1.963,2.971,0.795,0.186,2.8,2.026,25297.534575000005
5.066,6.832,1.963,2.971,0.795,0.186,2.8,2.026,26244.974821
6.754,11.543,1.963,2.971,0.795,0.186,2.8,2.026,26694.6981
6.754,6.832,2.298,2.971,0.795,0.186,2.8,2.026,26055.523482
6.754,6.832,1.963,0.072,0.795,0.186,2.8,2.026,26745.962332
6.754,6.832,1.963,2.971,0.502,0.186,2.8,2.026,25917.292515
6.754,6.832,1.963,2.971,0.795,0.65,2.8,2.026,26500.44814
6.754,6.832,1.963,2.971,0.795,0.186,1.648,2.026,18806.907022
6.754,6.832,1.963,2.971,0.795,0.186,2.8,2.075,27028.007336
6.754,11.543,2.298,0.072,0.502,0.65,1.648,2.075,26921.090929
5.066,6.832,2.298,0.072,0.502,0.65,1.648,2.075,25626.236545
5.066,11.543,1.963,0.072,0.502,0.65,1.648,2.075,25773.615976
5.066,11.543,2.298,2.971,0.502,0.65,1.648,2.075,26018.738234
5.066,11.543,2.298,0.072,0.795,0.65,1.648,2.075,25923.287118
5.066,11.543,2.298,0.072,0.502,0.186,1.648,2.075,26141.985318
5.066,11.543,2.298,0.072,0.502,0.65,2.8,2.075,26849.903489999997
5.066,11.543,2.298,0.072,0.502,0.65,1.648,2.026,26189.123723999997
5.066,11.543,2.298,0.072,0.502,0.65,1.648,2.075,26760.175985
9.754,9.832,0.863,0.321,0.295,0.686,5.75,0.776,28218.766902
8.066,9.832,0.863,0.321,0.295,0.686,5.75,0.776,27032.036217
9.754,8.543,0.863,0.321,0.295,0.686,5.75,0.776,27560.495642
9.754,9.832,1.198,0.321,0.295,0.686,5.75,0.776,27281.421559000002
9.754,9.832,0.863,2.722,0.295,0.686,5.75,0.776,27351.715321
9.754,9.832,0.863,0.321,0.002,0.686,5.75,0.776,22536.984744
9.754,9.832,0.863,0.321,0.295,0.15,5.75,0.776,18579.798928
9.754,9.832,0.863,0.321,0.295,0.686,4.598,0.776,26612.643433
9.754,9.832,0.863,0.321,0.295,0.686,5.75,0.825,27260.589513
9.754,8.543,1.198,2.722,0.002,0.15,4.598,0.825,27699.211881000003
8.066,9.832,1.198,2.722,0.002,0.15,4.598,0.825,19895.373729
8.066,8.543,0.863,2.722,0.002,0.15,4.598,0.825,26454.367219
8.066,8.543,1.198,0.321,0.002,0.15,4.598,0.825,27123.441961000004
8.066,8.543,1.198,2.722,0.295,0.15,4.598,0.825,26174.326919
8.066,8.543,1.198,2.722,0.002,0.686,4.598,0.825,25845.924325
8.066,8.543,1.198,2.722,0.002,0.15,5.75,0.825,19947.626283
8.066,8.543,1.198,2.722,0.002,0.15,4.598,0.776,21772.204636
8.066,8.543,1.198,2.722,0.002,0.15,4.598,0.825,20460.796992
8.254,8.332,1.413,4.296,0.045,0.936,1.325,0.151,22259.227151
9.566,8.332,1.413,4.296,0.045,0.936,1.325,0.151,23081.997324000004
8.254,7.043,1.413,4.296,0.045,0.936,1.325,0.151,18762.273103
8.254,8.332,0.648,4.296,0.045,0.936,1.325,0.151,27169.906146
8.254,8.332,1.413,4.047,0.045,0.936,1.325,0.151,19150.291221
8.254,8.332,1.413,4.296,0.752,0.936,1.325,0.151,24205.576739
8.254,8.332,1.413,4.296,0.045,0.9,1.325,0.151,22907.294575
8.254,8.332,1.413,4.296,0.045,0.936,3.123,0.151,24733.084995999998
8.254,8.332,1.413,4.296,0.045,0.936,1.325,1.45,26402.828172
8.254,7.043,0.648,4.047,0.752,0.9,3.123,1.45,26460.835919
9.566,8.332,0.648,4.047,0.752,0.9,3.123,1.45,26120.831713
9.566,7.043,1.413,4.047,0.752,0.9,3.123,1.45,27465.537790000002
9.566,7.043,0.648,4.296,0.752,0.9,3.123,1.45,27098.922919999997
9.566,7.043,0.648,4.047,0.045,0.9,3.123,1.45,27569.943306
9.566,7.043,0.648,4.047,0.752,0.936,3.123,1.45,27624.713213
9.566,7.043,0.648,4.047,0.752,0.9,1.325,1.45,27425.883135
9.566,7.043,0.648,4.047,0.752,0.9,3.123,0.151,27091.586853
9.566,7.043,0.648,4.047,0.752,0.9,3.123,1.45,27496.967805
5.254,11.332,0.313,1.646,0.545,0.436,4.275,1.401,25320.994044
6.566,11.332,0.313,1.646,0.545,0.436,4.275,1.401,25874.697964
5.254,10.043,0.313,1.646,0.545,0.436,4.275,1.401,25758.480335
5.254,11.332,1.748,1.646,0.545,0.436,4.275,1.401,25598.935758
5.254,11.332,0.313,1.397,0.545,0.436,4.275,1.401,25669.578038
5.254,11.332,0.313,1.646,0.252,0.436,4.275,1.401,26033.187662000004
5.254,11.332,0.313,1.646,0.545,0.4,4.275,1.401,25213.333099
5.254,11.332,0.313,1.646,0.545,0.436,0.173,1.401,25183.663492
5.254,11.332,0.313,1.646,0.545,0.436,4.275,0.2,25637.178961999998
5.254,10.043,1.748,1.397,0.252,0.4,0.173,0.2,16907.576938
6.566,11.332,1.748,1.397,0.252,0.4,0.173,0.2,22435.535782
6.566,10.043,0.313,1.397,0.252,0.4,0.173,0.2,17377.417045000002
6.566,10.043,1.748,1.646,0.252,0.4,0.173,0.2,19569.531511
6.566,10.043,1.748,1.397,0.545,0.4,0.173,0.2,25549.024598
6.566,10.043,1.748,1.397,0.252,0.436,0.173,0.2,18759.673157999998
6.566,10.043,1.748,1.397,0.252,0.4,4.275,0.2,15711.948238
6.566,10.043,1.748,1.397,0.252,0.4,0.173,1.401,25962.513117999995
6.566,10.043,1.748,1.397,0.252,0.4,0.173,0.2,19699.149895000002
4.879,6.457,1.55,0.652,0.232,0.373,2.431,2.183,25268.319305999998
5.441,6.457,1.55,0.652,0.232,0.373,2.431,2.183,25833.46523
4.879,6.668,1.55,0.652,0.232,0.373,2.431,2.183,25831.596328
4.879,6.457,1.886,0.652,0.232,0.373,2.431,2.183,24278.023612
4.879,6.457,1.55,2.391,0.232,0.373,2.431,2.183,21913.456037
4.879,6.457,1.55,0.652,0.064,0.373,2.431,2.183,25600.758236
4.879,6.457,1.55,0.652,0.232,0.963,2.431,2.183,25342.23465
4.879,6.457,1.55,0.652,0.232,0.373,5.704,2.183,25678.852665
4.879,6.457,1.55,0.652,0.232,0.373,2.431,1.919,25161.521716000003
4.879,6.668,1.886,2.391,0.064,0.963,5.704,1.919,25760.897595000002
5.441,6.457,1.886,2.391,0.064,0.963,5.704,1.919,25741.094552
5.441,6.668,1.55,2.391,0.064,0.963,5.704,1.919,18635.494233999998
5.441,6.668,1.886,0.652,0.064,0.963,5.704,1.919,19170.120678
5.441,6.668,1.886,2.391,0.232,0.963,5.704,1.919,25670.900945
5.441,6.668,1.886,2.391,0.064,0.373,5.704,1.919,26370.91374
5.441,6.668,1.886,2.391,0.064,0.963,2.431,1.919,26107.083878999998
5.441,6.668,1.886,2.391,0.064,0.963,5.704,2.183,26020.219055
5.441,6.668,1.886,2.391,0.064,0.963,5.704,1.919,24877.006147
7.879,9.457,0.45,3.302,0.732,0.873,5.381,0.933,26232.300933
8.441,9.457,0.45,3.302,0.732,0.873,5.381,0.933,26769.234927
7.879,9.668,0.45,3.302,0.732,0.873,5.381,0.933,26584.102702000004
7.879,9.457,0.786,3.302,0.732,0.873,5.381,0.933,26670.651100000003
7.879,9.457,0.45,5.041,0.732,0.873,5.381,0.933,26874.65692
7.879,9.457,0.45,3.302,0.564,0.873,5.381,0.933,25765.624565
7.879,9.457,0.45,3.302,0.732,0.463,5.381,0.933,26326.739090000003
7.879,9.457,0.45,3.302,0.732,0.873,2.754,0.933,27165.301825000002
7.879,9.457,0.45,3.302,0.732,0.873,5.381,0.669,26485.506271000002
7.879,9.668,0.786,5.041,0.564,0.463,2.754,0.669,26359.845518000002
8.441,9.457,0.786,5.041,0.564,0.463,2.754,0.669,26931.166197
8.441,9.668,0.45,5.041,0.564,0.463,2.754,0.669,27068.765807000003
8.441,9.668,0.786,3.302,0.564,0.463,2.754,0.669,27542.481373000002
8.441,9.668,0.786,5.041,0.732,0.463,2.754,0.669,26618.595786
8.441,9.668,0.786,5.041,0.564,0.873,2.754,0.669,26502.039353
8.441,9.668,0.786,5.041,0.564,0.463,5.381,0.669,26030.148639000003
8.441,9.668,0.786,5.041,0.564,0.463,2.754,0.933,26365.375475999997
8.441,9.668,0.786,5.041,0.564,0.463,2.754,0.669,26924.1103
9.379,7.957,2.1,1.977,0.982,0.623,0.956,0.308,27186.12877
9.941,7.957,2.1,1.977,0.982,0.623,0.956,0.308,27288.85533
9.379,11.168,2.1,1.977,0.982,0.623,0.956,0.308,27057.062211
9.379,7.957,1.336,1.977,0.982,0.623,0.956,0.308,26897.216345
9.379,7.957,2.1,3.716,0.982,0.623,0.956,0.308,27641.647429
9.379,7.957,2.1,1.977,0.314,0.623,0.956,0.308,20180.246676
9.379,7.957,2.1,1.977,0.982,0.713,0.956,0.308,27405.964688
9.379,7.957,2.1,1.977,0.982,0.623,1.279,0.308,26812.640586
9.379,7.957,2.1,1.977,0.982,0.623,0.956,1.294,27077.905013
9.379,11.168,1.336,3.716,0.314,0.713,1.279,1.294,27696.979219
9.941,7.957,1.336,3.716,0.314,0.713,1.279,1.294,26956.084151
9.941,11.168,2.1,3.716,0.314,0.713,1.279,1.294,27556.017362
9.941,11.168,1.336,1.977,0.314,0.713,1.279,1.294,27658.832687000002
9.941,11.168,1.336,3.716,0.982,0.713,1.279,1.294,27473.707760999998
9.941,11.168,1.336,3.716,0.314,0.623,1.279,1.294,27273.923112999997
9.941,11.168,1.336,3.716,0.314,0.713,0.956,1.294,27141.380508000002
9.941,11.168,1.336,3.716,0.314,0.713,1.279,0.308,18708.481878
9.941,11.168,1.336,3.716,0.314,0.713,1.279,1.294,27404.471869
6.379,10.957,1.0,4.627,0.482,0.123,3.906,1.558,26442.698061000003
6.941,10.957,1.0,4.627,0.482,0.123,3.906,1.558,26583.394907
6.379,8.168,1.0,4.627,0.482,0.123,3.906,1.558,26116.048551
6.379,10.957,2.436,4.627,0.482,0.123,3.906,1.558,26030.973472
6.379,10.957,1.0,1.066,0.482,0.123,3.906,1.558,26375.833854
6.379,10.957,1.0,4.627,0.814,0.123,3.906,1.558,26297.330972
6.379,10.957,1.0,4.627,0.482,0.213,3.906,1.558,25909.873059999998
6.379,10.957,1.0,4.627,0.482,0.123,4.229,1.558,22695.712214
6.379,10.957,1.0,4.627,0.482,0.123,3.906,0.044,26346.016880000003
6.379,8.168,2.436,1.066,0.814,0.213,4.229,0.044,25939.050308
6.941,10.957,2.436,1.066,0.814,0.213,4.229,0.044,26604.225242
6.941,8.168,1.0,1.066,0.814,0.213,4.229,0.044,26005.2083
6.941,8.168,2.436,4.627,0.814,0.213,4.229,0.044,22220.00977
6.941,8.168,2.436,1.066,0.482,0.213,4.229,0.044,25486.659227
6.941,8.168,2.436,1.066,0.814,0.123,4.229,0.044,27032.160087000004
