acceleration,deceleration,minGap,lcSpeedGain,lcCooperative,lcPushy,lcStrategic,lcAssertive,PMx
6.7,6.0,0.7,4.5,0.3,0.6,3.6,2.3,26070.289873
6.7,6.0,0.7,4.5,0.3,0.2,0.5,2.3,26020.834848
6.7,6.0,0.7,4.5,0.3,0.2,3.6,1.9,25268.301637
6.7,6.0,0.7,4.5,0.3,0.2,3.6,2.3,26142.469329
6.8,8.4,1.3,0.1,0.9,0.8,4.2,1.0,26521.169914
8.9,8.4,1.3,0.1,0.9,0.8,4.2,1.0,26987.162062
6.8,11.3,1.3,0.1,0.9,0.8,4.2,1.0,25710.748325
6.8,8.4,1.5,0.1,0.9,0.8,4.2,1.0,26689.166607
6.8,8.4,1.3,5.1,0.9,0.8,4.2,1.0,18101.194369
6.8,8.4,1.3,0.1,1.0,0.8,4.2,1.0,26396.81653
6.8,8.4,1.3,0.1,0.9,0.4,4.2,1.0,27336.825293
6.8,8.4,1.3,0.1,0.9,0.8,4.3,1.0,26287.815658
6.8,8.4,1.3,0.1,0.9,0.8,4.2,2.0,27023.652508
6.8,11.3,1.5,5.1,1.0,0.4,4.3,2.0,25381.047113
8.9,8.4,1.5,5.1,1.0,0.4,4.3,2.0,27117.519391
8.9,11.3,1.3,5.1,1.0,0.4,4.3,2.0,21444.739194
8.9,11.3,1.5,0.1,1.0,0.4,4.3,2.0,27737.991452000002
8.9,11.3,1.5,5.1,0.9,0.4,4.3,2.0,26403.659278
8.9,11.3,1.5,5.1,1.0,0.8,4.3,2.0,26911.248178
8.9,11.3,1.5,5.1,1.0,0.4,4.2,2.0,26874.568
8.9,11.3,1.5,5.1,1.0,0.4,4.3,1.0,26283.551828
8.9,11.3,1.5,5.1,1.0,0.4,4.3,2.0,26970.138124999998
9.8,11.4,2.4,2.7,0.4,0.3,1.2,2.2,20966.679238
5.9,11.4,2.4,2.7,0.4,0.3,1.2,2.2,25843.940326999997
9.8,8.3,2.4,2.7,0.4,0.3,1.2,2.2,27984.899469
9.8,11.4,0.4,2.7,0.4,0.3,1.2,2.2,27519.460961
9.8,11.4,2.4,2.5,0.4,0.3,1.2,2.2,20171.479842
9.8,11.4,2.4,2.7,0.5,0.3,1.2,2.2,27854.342382999996
9.8,11.4,2.4,2.7,0.4,0.9,1.2,2.2,26632.412307
9.8,11.4,2.4,2.7,0.4,0.3,1.4,2.2,27930.394013999998
9.8,11.4,2.4,2.7,0.4,0.3,1.2,0.7,27972.394
9.8,8.3,0.4,2.5,0.5,0.9,1.4,0.7,23221.747299000002
5.9,11.4,0.4,2.5,0.5,0.9,1.4,0.7,26049.324868
5.9,8.3,2.4,2.5,0.5,0.9,1.4,0.7,25537.699012000005
5.9,8.3,0.4,2.7,0.5,0.9,1.4,0.7,26065.046686
5.9,8.3,0.4,2.5,0.4,0.9,1.4,0.7,26200.190433
5.9,8.3,0.4,2.5,0.5,0.3,1.4,0.7,25855.290284
5.9,8.3,0.4,2.5,0.5,0.9,1.2,0.7,25194.859467
5.9,8.3,0.4,2.5,0.5,0.9,1.4,2.2,25185.623143
5.9,8.3,0.4,2.5,0.5,0.9,1.4,0.7,25715.846849999998
8.3,6.9,0.8,1.4,0.2,0.0,5.7,1.6,26711.633084
4.4,6.9,0.8,1.4,0.2,0.0,5.7,1.6,25489.172638
8.3,6.8,0.8,1.4,0.2,0.0,5.7,1.6,26461.795368
8.3,6.9,1.0,1.4,0.2,0.0,5.7,1.6,26572.267004
8.3,6.9,0.8,1.1,0.2,0.0,5.7,1.6,26373.823292
8.3,6.9,0.8,1.4,0.7,0.0,5.7,1.6,26202.888708
8.3,6.9,0.8,1.4,0.2,0.1,5.7,1.6,26677.533339999998
8.3,6.9,0.8,1.4,0.2,0.0,2.8,1.6,26793.383526999998
8.3,6.9,0.8,1.4,0.2,0.0,5.7,1.3,21497.050111
8.3,6.8,1.0,1.1,0.7,0.1,2.8,1.3,26409.515049
4.4,6.9,1.0,1.1,0.7,0.1,2.8,1.3,25272.899855
4.4,6.8,0.8,1.1,0.7,0.1,2.8,1.3,25695.640283
4.4,6.8,1.0,1.4,0.7,0.1,2.8,1.3,25621.718359
4.4,6.8,1.0,1.1,0.2,0.1,2.8,1.3,24589.216527
4.4,6.8,1.0,1.1,0.7,0.0,2.8,1.3,19125.983098999997
4.4,6.8,1.0,1.1,0.7,0.1,5.7,1.3,25778.062225
4.4,6.8,1.0,1.1,0.7,0.1,2.8,1.6,18391.599919
4.4,6.8,1.0,1.1,0.7,0.1,2.8,1.3,18836.925006999998
5.3,9.9,1.9,4.0,0.7,0.5,2.7,0.3,25513.604708
7.4,9.9,1.9,4.0,0.7,0.5,2.7,0.3,26604.138997000002
5.3,9.8,1.9,4.0,0.7,0.5,2.7,0.3,25045.802040000002
5.3,9.9,2.1,4.0,0.7,0.5,2.7,0.3,25872.935838
5.3,9.9,1.9,3.8,0.7,0.5,2.7,0.3,25773.953841
5.3,9.9,1.9,4.0,0.2,0.5,2.7,0.3,20537.97707
5.3,9.9,1.9,4.0,0.7,0.6,2.7,0.3,17766.823663000003
5.3,9.9,1.9,4.0,0.7,0.5,5.8,0.3,25613.133752
5.3,9.9,1.9,4.0,0.7,0.5,2.7,0.1,24763.718592999998
5.3,9.8,2.1,3.8,0.2,0.6,5.8,0.1,26060.053667
7.4,9.9,2.1,3.8,0.2,0.6,5.8,0.1,17715.870554
7.4,9.8,1.9,3.8,0.2,0.6,5.8,0.1,20393.282533
7.4,9.8,2.1,4.0,0.2,0.6,5.8,0.1,25612.341873999998
7.4,9.8,2.1,3.8,0.7,0.6,5.8,0.1,18088.227044
7.4,9.8,2.1,3.8,0.2,0.5,5.8,0.1,18254.569831
7.4,9.8,2.1,3.8,0.2,0.6,2.7,0.1,23082.604098
7.4,9.8,2.1,3.8,0.2,0.6,5.8,0.3,23485.508297
7.4,9.8,2.1,3.8,0.2,0.6,5.8,0.1,17912.576263000003
5.0,8.1,0.6,3.1,0.1,0.7,3.8,1.1,25802.930734
8.5,8.1,0.6,3.1,0.1,0.7,3.8,1.1,26708.792871999998
5.0,6.4,0.6,3.1,0.1,0.7,3.8,1.1,25524.284223
5.0,8.1,2.2,3.1,0.1,0.7,3.8,1.1,25375.2906
5.0,8.1,0.6,2.8,0.1,0.7,3.8,1.1,25275.70186
5.0,8.1,0.6,3.1,0.4,0.7,3.8,1.1,25281.502422
5.0,8.1,0.6,3.1,0.1,0.0,3.8,1.1,24424.817244
5.0,8.1,0.6,3.1,0.1,0.7,0.3,1.1,17129.369002
5.0,8.1,0.6,3.1,0.1,0.7,3.8,2.1,25877.377442999998
5.0,6.4,2.2,2.8,0.4,0.0,0.3,2.1,25800.839529000004
8.5,8.1,2.2,2.8,0.4,0.0,0.3,2.1,26515.204024
8.5,6.4,0.6,2.8,0.4,0.0,0.3,2.1,26237.312912
8.5,6.4,2.2,3.1,0.4,0.0,0.3,2.1,26362.048107
8.5,6.4,2.2,2.8,0.1,0.0,0.3,2.1,22264.897459
8.5,6.4,2.2,2.8,0.4,0.7,0.3,2.1,26657.062708
8.5,6.4,2.2,2.8,0.4,0.0,3.8,2.1,15504.835165
8.5,6.4,2.2,2.8,0.4,0.0,0.3,1.1,26844.181229
8.5,6.4,2.2,2.8,0.4,0.0,0.3,2.1,27204.763812999998
8.0,11.1,1.7,0.4,0.6,0.2,0.9,2.4,26730.04613
5.5,11.1,1.7,0.4,0.6,0.2,0.9,2.4,24688.162558999997
8.0,9.4,1.7,0.4,0.6,0.2,0.9,2.4,19874.128541
8.0,11.1,1.1,0.4,0.6,0.2,0.9,2.4,25704.233756
8.0,11.1,1.7,0.2,0.6,0.2,0.9,2.4,26685.493589
8.0,11.1,1.7,0.4,0.9,0.2,0.9,2.4,26801.019870999997
8.0,11.1,1.7,0.4,0.6,0.5,0.9,2.4,19861.584311
8.0,11.1,1.7,0.4,0.6,0.2,3.2,2.4,26196.516644000003
8.0,11.1,1.7,0.4,0.6,0.2,0.9,0.9,22377.682973
8.0,9.4,1.1,0.2,0.9,0.5,3.2,0.9,26630.478433999997
5.5,11.1,1.1,0.2,0.9,0.5,3.2,0.9,20052.605864999998
5.5,9.4,1.7,0.2,0.9,0.5,3.2,0.9,26642.172491
5.5,9.4,1.1,0.4,0.9,0.5,3.2,0.9,25470.257901
5.5,9.4,1.1,0.2,0.6,0.5,3.2,0.9,25690.224571
5.5,9.4,1.1,0.2,0.9,0.2,3.2,0.9,17085.481972
5.5,9.4,1.1,0.2,0.9,0.5,0.9,0.9,25779.009647
5.5,9.4,1.1,0.2,0.9,0.5,3.2,2.4,25877.432791
5.5,9.4,1.1,0.2,0.9,0.5,3.2,0.9,26372.683923
9.5,6.6,1.2,4.4,0.9,0.5,5.3,1.8,27015.488458
4.0,6.6,1.2,4.4,0.9,0.5,5.3,1.8,25818.182319
9.5,10.9,1.2,4.4,0.9,0.5,5.3,1.8,26970.027495000002
9.5,6.6,0.5,4.4,0.9,0.5,5.3,1.8,26734.304273
9.5,6.6,1.2,1.5,0.9,0.5,5.3,1.8,26418.092119
9.5,6.6,1.2,4.4,0.1,0.5,5.3,1.8,26717.488349
9.5,6.6,1.2,4.4,0.9,0.3,5.3,1.8,27087.812489
9.5,6.6,1.2,4.4,0.9,0.5,4.7,1.8,27367.54249
9.5,6.6,1.2,4.4,0.9,0.5,5.3,1.5,26866.591414000002
9.5,10.9,0.5,1.5,0.1,0.3,4.7,1.5,26900.091475999998
4.0,6.6,0.5,1.5,0.1,0.3,4.7,1.5,25526.151376
4.0,10.9,1.2,1.5,0.1,0.3,4.7,1.5,25921.885739999998
4.0,10.9,0.5,4.4,0.1,0.3,4.7,1.5,25790.255372
4.0,10.9,0.5,1.5,0.9,0.3,4.7,1.5,25914.359164
4.0,10.9,0.5,1.5,0.1,0.5,4.7,1.5,26271.48041
4.0,10.9,0.5,1.5,0.1,0.3,5.3,1.5,26121.270749999996
4.0,10.9,0.5,1.5,0.1,0.3,4.7,1.8,26553.354731
4.0,10.9,0.5,1.5,0.1,0.3,4.7,1.5,25615.822536
6.5,9.6,2.3,1.7,0.4,1.0,2.3,0.5,24900.666318
7.0,9.6,2.3,1.7,0.4,1.0,2.3,0.5,18558.230442
6.5,7.9,2.3,1.7,0.4,1.0,2.3,0.5,26446.277716
6.5,9.6,1.6,1.7,0.4,1.0,2.3,0.5,20508.720069000003
6.5,9.6,2.3,4.1,0.4,1.0,2.3,0.5,20320.664836
6.5,9.6,2.3,1.7,0.6,1.0,2.3,0.5,26487.637979
6.5,9.6,2.3,1.7,0.4,0.8,2.3,0.5,25196.79356
6.5,9.6,2.3,1.7,0.4,1.0,1.7,0.5,26249.907616
6.5,9.6,2.3,1.7,0.4,1.0,2.3,0.2,17330.681895
6.5,7.9,1.6,4.1,0.6,0.8,1.7,0.2,26217.498698999996
7.0,9.6,1.6,4.1,0.6,0.8,1.7,0.2,17303.277091999997
7.0,7.9,2.3,4.1,0.6,0.8,1.7,0.2,26749.431822
7.0,7.9,1.6,1.7,0.6,0.8,1.7,0.2,25246.171312
7.0,7.9,1.6,4.1,0.4,0.8,1.7,0.2,25537.370285
7.0,7.9,1.6,4.1,0.6,1.0,1.7,0.2,26338.649314
7.0,7.9,1.6,4.1,0.6,0.8,2.3,0.2,26123.003412
7.0,7.9,1.6,4.1,0.6,0.8,1.7,0.5,24748.007561
7.0,7.9,1.6,4.1,0.6,0.8,1.7,0.2,25419.703903
5.7,7.3,1.4,2.4,0.5,0.6,4.6,1.4,25699.660806
4.8,7.3,1.4,2.4,0.5,0.6,4.6,1.4,25446.593994
5.7,10.1,1.4,2.4,0.5,0.6,4.6,1.4,26355.792278
5.7,7.3,0.8,2.4,0.5,0.6,4.6,1.4,25227.192801
5.7,7.3,1.4,4.8,0.5,0.6,4.6,1.4,25844.557966
5.7,7.3,1.4,2.4,0.0,0.6,4.6,1.4,25472.152349
5.7,7.3,1.4,2.4,0.5,0.7,4.6,1.4,26390.76113
5.7,7.3,1.4,2.4,0.5,0.6,2.5,1.4,25950.578754000002
5.7,7.3,1.4,2.4,0.5,0.6,4.6,0.6,25663.441348
5.7,10.1,0.8,4.8,0.0,0.7,2.5,0.6,19537.814857999998
4.8,7.3,0.8,4.8,0.0,0.7,2.5,0.6,25897.613669
4.8,10.1,1.4,4.8,0.0,0.7,2.5,0.6,25082.165834
4.8,10.1,0.8,2.4,0.0,0.7,2.5,0.6,18297.704583
4.8,10.1,0.8,4.8,0.5,0.7,2.5,0.6,17802.746351
4.8,10.1,0.8,4.8,0.0,0.6,2.5,0.6,19194.275412000003
4.8,10.1,0.8,4.8,0.0,0.7,4.6,0.6,17576.213609
4.8,10.1,0.8,4.8,0.0,0.7,2.5,1.4,25346.007848
4.8,10.1,0.8,4.8,0.0,0.7,2.5,0.6,25406.450462
8.7,10.3,0.3,5.0,1.0,0.1,1.6,0.2,26748.132892
7.8,10.3,0.3,5.0,1.0,0.1,1.6,0.2,26751.248551
8.7,7.1,0.3,5.0,1.0,0.1,1.6,0.2,26451.211531
8.7,10.3,1.9,5.0,1.0,0.1,1.6,0.2,27203.595707
8.7,10.3,0.3,2.1,1.0,0.1,1.6,0.2,27267.649385999997
8.7,10.3,0.3,5.0,0.5,0.1,1.6,0.2,18665.560393
8.7,10.3,0.3,5.0,1.0,0.2,1.6,0.2,26994.319486
8.7,10.3,0.3,5.0,1.0,0.1,5.4,0.2,26711.887381
8.7,10.3,0.3,5.0,1.0,0.1,1.6,1.8,27077.651576000004
8.7,7.1,1.9,2.1,0.5,0.2,5.4,1.8,26929.705963
7.8,10.3,1.9,2.1,0.5,0.2,5.4,1.8,26837.163177
7.8,7.1,0.3,2.1,0.5,0.2,5.4,1.8,25492.088411
7.8,7.1,1.9,5.0,0.5,0.2,5.4,1.8,19548.43291
7.8,7.1,1.9,2.1,1.0,0.2,5.4,1.8,26534.896763
7.8,7.1,1.9,2.1,0.5,0.1,5.4,1.8,24303.688725
7.8,7.1,1.9,2.1,0.5,0.2,1.6,1.8,25922.985641
7.8,7.1,1.9,2.1,0.5,0.2,5.4,0.2,18465.845068
7.8,7.1,1.9,2.1,0.5,0.2,5.4,1.8,26183.600872
7.2,8.8,2.0,1.1,0.7,0.3,3.1,0.8,25774.586589
9.3,8.8,2.0,1.1,0.7,0.3,3.1,0.8,26797.854573999997
7.2,8.6,2.0,1.1,0.7,0.3,3.1,0.8,25861.603586
7.2,8.8,2.5,1.1,0.7,0.3,3.1,0.8,16526.456134
7.2,8.8,2.0,0.8,0.7,0.3,3.1,0.8,26313.926635
7.2,8.8,2.0,1.1,0.3,0.3,3.1,0.8,26691.378014
7.2,8.8,2.0,1.1,0.7,0.9,3.1,0.8,26400.031715
7.2,8.8,2.0,1.1,0.7,0.3,4.0,0.8,26086.588291
7.2,8.8,2.0,1.1,0.7,0.3,3.1,1.2,25757.061155
7.2,8.6,2.5,0.8,0.3,0.9,4.0,1.2,22781.074353999997
9.3,8.8,2.5,0.8,0.3,0.9,4.0,1.2,20199.144858
9.3,8.6,2.0,0.8,0.3,0.9,4.0,1.2,26841.721576
9.3,8.6,2.5,1.1,0.3,0.9,4.0,1.2,22781.008137999997
9.3,8.6,2.5,0.8,0.7,0.9,4.0,1.2,27113.848607
9.3,8.6,2.5,0.8,0.3,0.3,4.0,1.2,27013.338258
9.3,8.6,2.5,0.8,0.3,0.9,3.1,1.2,28215.144824
9.3,8.6,2.5,0.8,0.3,0.9,4.0,0.8,26995.415039
9.3,8.6,2.5,0.8,0.3,0.9,4.0,1.2,27187.484555000003
4.2,11.8,0.9,3.7,0.2,0.8,0.1,2.1,24195.779954999998
6.3,11.8,0.9,3.7,0.2,0.8,0.1,2.1,14754.872884
4.2,11.6,0.9,3.7,0.2,0.8,0.1,2.1,24679.932541000002
4.2,11.8,1.4,3.7,0.2,0.8,0.1,2.1,25983.646564000002
4.2,11.8,0.9,3.5,0.2,0.8,0.1,2.1,25723.560293000002
4.2,11.8,0.9,3.7,0.8,0.8,0.1,2.1,25818.411978
4.2,11.8,0.9,3.7,0.2,0.4,0.1,2.1,26045.311211
4.2,11.8,0.9,3.7,0.2,0.8,1.0,2.1,26246.341241
4.2,11.8,0.9,3.7,0.2,0.8,0.1,2.4,25136.793508000002
4.2,11.6,1.4,3.5,0.8,0.4,1.0,2.4,26019.300279000003
6.3,11.8,1.4,3.5,0.8,0.4,1.0,2.4,25697.18729
6.3,11.6,0.9,3.5,0.8,0.4,1.0,2.4,26139.331455
6.3,11.6,1.4,3.7,0.8,0.4,1.0,2.4,26115.857499
6.3,11.6,1.4,3.5,0.2,0.4,1.0,2.4,18086.787468
6.3,11.6,1.4,3.5,0.8,0.8,1.0,2.4,26001.352529
6.3,11.6,1.4,3.5,0.8,0.4,0.1,2.4,25892.859803
6.3,11.6,1.4,3.5,0.8,0.4,1.0,2.1,25866.739339
6.3,11.6,1.4,3.5,0.8,0.4,1.0,2.4,25346.9609
4.3,7.4,0.5,4.1,0.9,1.0,3.4,2.4,25095.945875999998
8.3,7.4,0.5,4.1,0.9,1.0,3.4,2.4,26298.622165
4.3,8.4,0.5,4.1,0.9,1.0,3.4,2.4,25728.845649000003
4.3,7.4,0.4,4.1,0.9,1.0,3.4,2.4,25585.639831
4.3,7.4,0.5,0.2,0.9,1.0,3.4,2.4,25907.59924
4.3,7.4,0.5,4.1,0.3,1.0,3.4,2.4,25805.900655999998
4.3,7.4,0.5,4.1,0.9,0.7,3.4,2.4,25171.545315000003
4.3,7.4,0.5,4.1,0.9,1.0,2.9,2.4,25513.390554999998
4.3,7.4,0.5,4.1,0.9,1.0,3.4,0.6,25250.550457
4.3,8.4,0.4,0.2,0.3,0.7,2.9,0.6,26047.17578
8.3,7.4,0.4,0.2,0.3,0.7,2.9,0.6,26097.814065
8.3,8.4,0.5,0.2,0.3,0.7,2.9,0.6,26545.371541
8.3,8.4,0.4,4.1,0.3,0.7,2.9,0.6,26630.893996
8.3,8.4,0.4,0.2,0.9,0.7,2.9,0.6,27277.288255
8.3,8.4,0.4,0.2,0.3,1.0,2.9,0.6,26409.622234
8.3,8.4,0.4,0.2,0.3,0.7,3.4,0.6,26911.362159999997
8.3,8.4,0.4,0.2,0.3,0.7,2.9,2.4,27249.004498
8.3,8.4,0.4,0.2,0.3,0.7,2.9,0.6,26596.727973
7.3,10.4,1.6,1.5,0.4,0.5,0.4,1.2,26616.741147
5.3,10.4,1.6,1.5,0.4,0.5,0.4,1.2,22260.003584
7.3,11.4,1.6,1.5,0.4,0.5,0.4,1.2,26473.513642
7.3,10.4,1.5,1.5,0.4,0.5,0.4,1.2,26133.711405000002
7.3,10.4,1.6,2.9,0.4,0.5,0.4,1.2,26323.967844
7.3,10.4,1.6,1.5,0.8,0.5,0.4,1.2,25957.044186
7.3,10.4,1.6,1.5,0.4,0.2,0.4,1.2,23043.951161999998
7.3,10.4,1.6,1.5,0.4,0.5,5.9,1.2,20784.399979
7.3,10.4,1.6,1.5,0.4,0.5,0.4,1.8,26629.366484
7.3,11.4,1.5,2.9,0.8,0.2,5.9,1.8,25879.228876
5.3,10.4,1.5,2.9,0.8,0.2,5.9,1.8,25659.213073
5.3,11.4,1.6,2.9,0.8,0.2,5.9,1.8,25881.362095
5.3,11.4,1.5,1.5,0.8,0.2,5.9,1.8,26000.548759
5.3,11.4,1.5,2.9,0.4,0.2,5.9,1.8,25451.39693
5.3,11.4,1.5,2.9,0.8,0.5,5.9,1.8,22877.296154
5.3,11.4,1.5,2.9,0.8,0.2,0.4,1.8,25716.758055000002
5.3,11.4,1.5,2.9,0.8,0.2,5.9,1.2,26207.443598
5.3,11.4,1.5,2.9,0.8,0.2,5.9,1.8,26215.700018
8.8,8.9,1.1,2.8,0.1,0.2,4.8,0.5,26500.368664999998
6.8,8.9,1.1,2.8,0.1,0.2,4.8,0.5,17474.888509999997
8.8,9.9,1.1,2.8,0.1,0.2,4.8,0.5,23080.795791
8.8,8.9,2.1,2.8,0.1,0.2,4.8,0.5,27013.754491
8.8,8.9,1.1,4.2,0.1,0.2,4.8,0.5,26833.748564
8.8,8.9,1.1,2.8,0.0,0.2,4.8,0.5,21493.116135
8.8,8.9,1.1,2.8,0.1,0.9,4.8,0.5,14981.625924
8.8,8.9,1.1,2.8,0.1,0.2,4.4,0.5,22869.567873
8.8,8.9,1.1,2.8,0.1,0.2,4.8,1.2,26832.488891
8.8,9.9,2.1,4.2,0.0,0.9,4.4,1.2,26600.316235000002
6.8,8.9,2.1,4.2,0.0,0.9,4.4,1.2,21872.518268999997
6.8,9.9,1.1,4.2,0.0,0.9,4.4,1.2,25833.885299
6.8,9.9,2.1,2.8,0.0,0.9,4.4,1.2,26233.422176
6.8,9.9,2.1,4.2,0.1,0.9,4.4,1.2,25557.623915
6.8,9.9,2.1,4.2,0.0,0.2,4.4,1.2,22069.06122
6.8,9.9,2.1,4.2,0.0,0.9,4.8,1.2,20666.909669
6.8,9.9,2.1,4.2,0.0,0.9,4.4,0.5,21422.768121999998
6.8,9.9,2.1,4.2,0.0,0.9,4.4,1.2,26670.316106000002
5.8,11.9,2.2,0.2,0.6,0.7,1.9,1.8,26097.055548
9.8,11.9,2.2,0.2,0.6,0.7,1.9,1.8,27315.840416
5.8,6.9,2.2,0.2,0.6,0.7,1.9,1.8,25447.799191
5.8,11.9,1.0,0.2,0.6,0.7,1.9,1.8,25619.384657000002
5.8,11.9,2.2,1.6,0.6,0.7,1.9,1.8,25661.892926
5.8,11.9,2.2,0.2,0.5,0.7,1.9,1.8,25946.453891
5.8,11.9,2.2,0.2,0.6,0.4,1.9,1.8,26669.179785
5.8,11.9,2.2,0.2,0.6,0.7,1.5,1.8,17475.056669999998
5.8,11.9,2.2,0.2,0.6,0.7,1.9,2.5,26092.005455
5.8,6.9,1.0,1.6,0.5,0.4,1.5,2.5,21573.442581
9.8,11.9,1.0,1.6,0.5,0.4,1.5,2.5,26905.88141
9.8,6.9,2.2,1.6,0.5,0.4,1.5,2.5,27789.578110999995
9.8,6.9,1.0,0.2,0.5,0.4,1.5,2.5,25845.155873
9.8,6.9,1.0,1.6,0.6,0.4,1.5,2.5,28025.843401
9.8,6.9,1.0,1.6,0.5,0.7,1.5,2.5,26639.530285
9.8,6.9,1.0,1.6,0.5,0.4,1.9,2.5,20812.577886
9.8,6.9,1.0,1.6,0.5,0.4,1.5,1.8,25020.909051000002
9.8,6.9,1.0,1.6,0.5,0.4,1.5,2.5,22693.018354
6.6,8.1,1.9,0.8,0.5,0.8,5.6,0.2,25891.939613000002
6.0,8.1,1.9,0.8,0.5,0.8,5.6,0.2,26235.092628
6.6,10.6,1.9,0.8,0.5,0.8,5.6,0.2,25858.807447
6.6,8.1,2.4,0.8,0.5,0.8,5.6,0.2,19988.645309
6.6,8.1,1.9,2.2,0.5,0.8,5.6,0.2,26186.486021
6.6,8.1,1.9,0.8,0.2,0.8,5.6,0.2,17954.97973
6.6,8.1,1.9,0.8,0.5,0.1,5.6,0.2,25429.696031
6.6,8.1,1.9,0.8,0.5,0.8,0.7,0.2,26268.871035
6.6,8.1,1.9,0.8,0.5,0.8,5.6,2.2,26044.63312
6.6,10.6,2.4,2.2,0.2,0.1,0.7,2.2,16732.125872999997
6.0,8.1,2.4,2.2,0.2,0.1,0.7,2.2,24875.341478000002
6.0,10.6,1.9,2.2,0.2,0.1,0.7,2.2,26284.914251000002
6.0,10.6,2.4,0.8,0.2,0.1,0.7,2.2,26179.185436
6.0,10.6,2.4,2.2,0.5,0.1,0.7,2.2,26128.347193
6.0,10.6,2.4,2.2,0.2,0.8,0.7,2.2,25747.246979
6.0,10.6,2.4,2.2,0.2,0.1,5.6,2.2,25711.751675
6.0,10.6,2.4,2.2,0.2,0.1,0.7,0.2,21405.998195
6.0,10.6,2.4,2.2,0.2,0.1,0.7,2.2,25635.460931999998
9.6,11.1,0.8,3.5,0.0,0.3,2.6,1.5,27372.298299000002
9.0,11.1,0.8,3.5,0.0,0.3,2.6,1.5,26755.314858
9.6,7.6,0.8,3.5,0.0,0.3,2.6,1.5,23806.108202
9.6,11.1,1.3,3.5,0.0,0.3,2.6,1.5,27356.902254
9.6,11.1,0.8,4.9,0.0,0.3,2.6,1.5,27412.774272
9.6,11.1,0.8,3.5,0.7,0.3,2.6,1.5,19579.99381
9.6,11.1,0.8,3.5,0.0,0.6,2.6,1.5,20586.895795
9.6,11.1,0.8,3.5,0.0,0.3,3.7,1.5,26907.088603000004
9.6,11.1,0.8,3.5,0.0,0.3,2.6,0.9,19634.593854000002
9.6,7.6,1.3,4.9,0.7,0.6,3.7,0.9,26960.793568
9.0,11.1,1.3,4.9,0.7,0.6,3.7,0.9,26761.867753
9.0,7.6,0.8,4.9,0.7,0.6,3.7,0.9,27241.648720999998
9.0,7.6,1.3,3.5,0.7,0.6,3.7,0.9,27032.272817999998
9.0,7.6,1.3,4.9,0.0,0.6,3.7,0.9,24461.063089
9.0,7.6,1.3,4.9,0.7,0.3,3.7,0.9,26942.901822
9.0,7.6,1.3,4.9,0.7,0.6,2.6,0.9,27112.649365999998
9.0,7.6,1.3,4.9,0.7,0.6,3.7,1.5,26944.988617
9.0,7.6,1.3,4.9,0.7,0.6,3.7,0.9,26154.066243
8.1,6.6,2.4,2.1,0.3,0.1,4.1,2.1,26596.639607
7.5,6.6,2.4,2.1,0.3,0.1,4.1,2.1,26596.948469000003
8.1,6.1,2.4,2.1,0.3,0.1,4.1,2.1,26057.376806
8.1,6.6,0.7,2.1,0.3,0.1,4.1,2.1,26326.20431
8.1,6.6,2.4,3.6,0.3,0.1,4.1,2.1,26430.768497
8.1,6.6,2.4,2.1,0.4,0.1,4.1,2.1,26588.798538
8.1,6.6,2.4,2.1,0.3,0.3,4.1,2.1,25101.912249
8.1,6.6,2.4,2.1,0.3,0.1,5.2,2.1,26832.232751
8.1,6.6,2.4,2.1,0.3,0.1,4.1,1.5,18538.312293
8.1,6.1,0.7,3.6,0.4,0.3,5.2,1.5,26065.821228
7.5,6.6,0.7,3.6,0.4,0.3,5.2,1.5,26313.578232
7.5,6.1,2.4,3.6,0.4,0.3,5.2,1.5,26437.187691
7.5,6.1,0.7,2.1,0.4,0.3,5.2,1.5,26305.793115
7.5,6.1,0.7,3.6,0.3,0.3,5.2,1.5,26590.74398
7.5,6.1,0.7,3.6,0.4,0.1,5.2,1.5,26242.73938
7.5,6.1,0.7,3.6,0.4,0.3,4.1,1.5,26608.763059999997
7.5,6.1,0.7,3.6,0.4,0.3,5.2,2.1,26114.93765
7.5,6.1,0.7,3.6,0.4,0.3,5.2,1.5,26224.288556
5.1,9.6,1.3,4.8,0.8,0.6,1.1,0.9,25734.502835
4.5,9.6,1.3,4.8,0.8,0.6,1.1,0.9,25860.088189000002
5.1,9.1,1.3,4.8,0.8,0.6,1.1,0.9,25660.205456
5.1,9.6,1.8,4.8,0.8,0.6,1.1,0.9,25931.101687000002
5.1,9.6,1.3,0.9,0.8,0.6,1.1,0.9,25184.988964999997
5.1,9.6,1.3,4.8,0.9,0.6,1.1,0.9,25676.287495
5.1,9.6,1.3,4.8,0.8,0.8,1.1,0.9,25800.256169
5.1,9.6,1.3,4.8,0.8,0.6,2.2,0.9,20790.297005
5.1,9.6,1.3,4.8,0.8,0.6,1.1,0.3,24496.907151
5.1,9.1,1.8,0.9,0.9,0.8,2.2,0.3,25638.658968000003
4.5,9.6,1.8,0.9,0.9,0.8,2.2,0.3,26147.356075
4.5,9.1,1.3,0.9,0.9,0.8,2.2,0.3,22229.972117999998
4.5,9.1,1.8,4.8,0.9,0.8,2.2,0.3,25872.311411
4.5,9.1,1.8,0.9,0.8,0.8,2.2,0.3,20275.748496
4.5,9.1,1.8,0.9,0.9,0.6,2.2,0.3,25327.538163999998
4.5,9.1,1.8,0.9,0.9,0.8,1.1,0.3,26080.062053999998
